player_id,code,slug_used,competition_path,profile_url,first_name,last_name,height_cm,position,nationality,born,club_code,club_name,fetch_status
P003608,003608,matthew-lojeski,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/matthew-lojeski/profile/003608/,MATT,LOJESKI,198,Forward,United States of America,1985-07-24T00:00:00,PAN,Panathinaikos OPAP Athens,ok
P007032,007032,maodo-lo,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/maodo-lo/profile/007032/,MAODO,LO,192,Guard,Germany,1992-12-31T00:00:00,ZAL,Zalgiris Kaunas,ok
P005553,005553,rihards-lomazs,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rihards-lomazs/profile/005553/,RIHARDS,LOMAZS,193,Guard,Latvia,1996-04-13T00:00:00,VIR,Virtus Segafredo Bologna,ok
P012113,012113,achille-lonati,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/achille-lonati/profile/012113/,ACHILLE,LONATI,195,Guard,Italy,2007-01-22T00:00:00,MIL,EA7 Emporio Armani Milan,ok
PBEJ,BEJ,kresimir-loncar,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/kresimir-loncar/profile/BEJ/,KRESIMIR,LONCAR,210,Center,Croatia,1983-02-12T00:00:00,PAM,Valencia Basket,ok
PAFL,AFL,branimir-longin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/branimir-longin/profile/AFL/,BRANIMIR,LONGIN,191,Guard,Croatia,1978-02-07T00:00:00,CIB,Cibona,ok
P006135,006135,andrei-lopatin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/andrei-lopatin/profile/006135/,ANDREI,LOPATIN,208,Forward,Russian Federation,1998-08-27T00:00:00,CSK,CSKA Moscow,ok
P005356,005356,xabi-lopez-arostegui,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/xabi-lopez-arostegui/profile/005356/,XABI,LOPEZ-AROSTEGUI,200,Guard,Spain,1997-05-19T00:00:00,PAM,Valencia Basket,ok
P001450,001450,raimundo-lopez-de-vinuesa,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/raimundo-lopez-de-vinuesa/profile/001450/,RAI,LOPEZ,183,Guard,Spain,1989-04-02T00:00:00,MAL,Unicaja,ok
P009918,009918,lautaro-tomas-lopez,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/lautaro-tomas-lopez/profile/009918/,LAUTARO,LOPEZ,181,Guard,Argentina,1999-01-08T00:00:00,BAS,KIROLBET Baskonia Vitoria-Gasteiz,ok
PAIT,AIT,raul-lopez,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/raul-lopez/profile/AIT/,RAUL,LOPEZ,182,Guard,Spain,1980-04-15T00:00:00,BIL,Gescrap Bilbao Basket,ok
PBWL,BWL,erazem-lorbek,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/erazem-lorbek/profile/BWL/,ERAZEM,LORBEK,208,Center,Slovenia,1984-02-21T00:00:00,BAR,FC Barcelona,ok
PLSN,LSN,klemen-lorbek,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/klemen-lorbek/profile/LSN/,KLEMEN,LORBEK,198,Guard,Slovenia,1988-06-26T00:00:00,LJU,Union Olimpija Ljubljana,ok
P006302,006302,michalis-lountzis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/michalis-lountzis/profile/006302/,MICHALIS,LOUNTZIS,195,Guard,Greece,1998-08-04T00:00:00,OLY,Olympiacos Piraeus,ok
P009754,009754,jordan-loyd,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jordan-loyd/profile/009754/,JORDAN,LOYD,194,Guard,United States of America,1993-07-27T00:00:00,IST,Anadolu Efes Istanbul,ok
P001867,001867,jamon-alfred-lucas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jamon-alfred-lucas/profile/001867/,JAMON,GORDON,191,Guard,United States of America,1984-07-18T00:00:00,DAR,Darussafaka Dogus Istanbul,ok
P003417,003417,kalin-lucas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/kalin-lucas/profile/003417/,KALIN,LUCAS,185,Guard,United States of America,1989-05-24T00:00:00,RED,Crvena Zvezda mts Belgrade,ok
P001288,001288,vladimir-lucic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/vladimir-lucic/profile/001288/,VLADIMIR,LUCIC,204,Forward,Serbia,1989-06-17T00:00:00,MUN,FC Bayern Munich,ok
PBUU,BUU,mindaugas-lukauskis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/mindaugas-lukauskis/profile/BUU/,MINDAUGAS,LUKAUSKIS,198,Guard,Lithuania,1979-05-19T00:00:00,ASV,Asvel Basket,ok
P006158,006158,karolis-lukosiunas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/karolis-lukosiunas/profile/006158/,KAROLIS,LUKOSIUNAS,195,Guard,Lithuania,1997-08-04T00:00:00,ZAL,Zalgiris Kaunas,ok
P010781,010781,iffe-lundberg,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/iffe-lundberg/profile/010781/,IFFE,LUNDBERG,193,Guard,Denmark,1994-12-04T00:00:00,TEL,Maccabi Rapyd Tel Aviv,ok
P012080,012080,timothe-luwawu-cabarrot,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/timothe-luwawu-cabarrot/profile/012080/,TIMOTHE,LUWAWU-CABARROT,201,Forward,France,1995-05-09T00:00:00,BAS,Kosner Baskonia Vitoria-Gasteiz,ok
P001633,001633,rafa-luz,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rafa-luz/profile/001633/,RAFA,LUZ,188,Guard,Spain,1992-02-11T00:00:00,BAS,Baskonia Vitoria Gasteiz,ok
PCOX,COX,terrell-lyday,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/terrell-lyday/profile/COX/,TERRELL,LYDAY,191,Guard,United States of America,1979-08-12T00:00:00,UNK,Unics Kazan,ok
P014117,014117,trey-lyles,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/trey-lyles/profile/014117/,TREY,LYLES,206,Forward,Canada,1995-11-05T00:00:00,MAD,Real Madrid,ok
P011620,011620,nils-machowski,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/nils-machowski/profile/011620/,NILS,MACHOWSKI,190,Guard,Germany,2004-09-21T00:00:00,BER,ALBA Berlin,ok
PCBV,CBV,arvydas-macijauskas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/arvydas-macijauskas/profile/CBV/,ARVYDAS,MACIJAUSKAS,193,Forward,Lithuania,1980-01-19T00:00:00,OLY,Olympiacos,ok
PJCC,JCC,jonas-maciulis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jonas-maciulis/profile/JCC/,JONAS,MACIULIS,198,Forward,Lithuania,1985-02-10T00:00:00,MAD,Real Madrid,ok
P009902,009902,shelvin-mack,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/shelvin-mack/profile/009902/,SHELVIN,MACK,191,Guard,United States of America,1990-04-22T00:00:00,PAN,Panathinaikos OPAP Athens,ok
P011236,011236,daryl-macon-jr,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/daryl-macon-jr/profile/011236/,DARYL,MACON JR,188,Guard,United States of America,1995-11-29T00:00:00,PAN,Panathinaikos OPAP Athens,ok
PJEA,JEA,milan-macvan,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/milan-macvan/profile/JEA/,MILAN,MACVAN,205,Center,Serbia,1989-11-16T00:00:00,MIL,EA7 Emporio Armani Milan,ok
P011052,011052,yam-madar,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/yam-madar/profile/011052/,YAM,MADAR,190,Guard,Israel,2000-12-21T00:00:00,HTA,Hapoel IBI Tel Aviv,ok
P008796,008796,josh-magette,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/josh-magette/profile/008796/,JOSH,MAGETTE,185,Guard,United States of America,1989-11-28T00:00:00,CAN,Herbalife Gran Canaria,ok
P006463,006463,daniele-magro,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/daniele-magro/profile/006463/,DANIELE,MAGRO,208,Center,Italy,1987-04-14T00:00:00,MIL,EA7 Emporio Armani Milan,ok
P003042,003042,rasid-mahalbasic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rasid-mahalbasic/profile/003042/,RASID,MAHALBASIC,211,Center,Austria,1990-11-07T00:00:00,SOP,Asseco Prokom Gdynia,ok
P002969,002969,melih-mahmutoglu,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/melih-mahmutoglu/profile/002969/,MELIH,MAHMUTOGLU,191,Guard,Turkiye,1990-05-12T00:00:00,ULK,Fenerbahce Beko Istanbul,ok
PBUL,BUL,leo-mainoldi,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/leo-mainoldi/profile/BUL/,LEO,MAINOLDI,203,Forward,Argentina,1985-03-04T00:00:00,BAS,Laboral Kutxa Vitoria,ok
PCIU,CIU,milan-majstorovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/milan-majstorovic/profile/CIU/,MILAN,MAJSTOROVIC,0,Forward,Serbia,1983-01-28T00:00:00,OLD,EWE Baskets,ok
P006357,006357,alan-makiev,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/alan-makiev/profile/006357/,ALAN,MAKIEV,210,Center,Russian Federation,1991-03-20T00:00:00,CSK,CSKA Moscow,ok
P011935,011935,yoan-makoundou,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/yoan-makoundou/profile/011935/,YOAN,MAKOUNDOU,207,Center,France,2000-08-09T00:00:00,MCO,AS Monaco,ok
P012609,012609,collin-malcolm,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/collin-malcolm/profile/012609/,COLLIN,MALCOLM,200,Forward,United States of America,1997-07-02T00:00:00,HTA,Hapoel IBI Tel Aviv,ok
P007027,007027,theo-maledon,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/theo-maledon/profile/007027/,THEO,MALEDON,193,Guard,France,2001-06-12T00:00:00,MAD,Real Madrid,ok
PCMF,CMF,demond-mallet,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/demond-mallet/profile/CMF/,DEMOND,MALLET,186,Guard,United States of America,1978-02-22T00:00:00,TEL,Maccabi Electra Tel Aviv,ok
P004185,004185,rinalds-malmanis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rinalds-malmanis/profile/004185/,RINALDS,MALMANIS,205,Center,Latvia,1996-04-12T00:00:00,BAS,KIROLBET Baskonia Vitoria Gasteiz,ok
PANH,ANH,stefano-mancinelli,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/stefano-mancinelli/profile/ANH/,STEFANO,MANCINELLI,203,Forward,Italy,1983-03-17T00:00:00,MIL,EA7 Emporio Armani,ok
P012715,012715,brady-manek,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/brady-manek/profile/012715/,BRADY,MANEK,206,Forward,United States of America,1998-09-04T00:00:00,ZAL,Zalgiris Kaunas,ok
P011064,011064,niccolo-mannion,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/niccolo-mannion/profile/011064/,NICCOLO,MANNION,190,Guard,Italy,2001-03-14T00:00:00,MIL,EA7 Emporio Armani Milan,ok
P003537,003537,vangelis-mantzaris,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/vangelis-mantzaris/profile/003537/,VANGELIS,MANTZARIS,194,Guard,Greece,1990-04-16T00:00:00,OLY,Olympiacos Piraeus,ok
P008084,008084,eleftherios-mantzoukas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/eleftherios-mantzoukas/profile/008084/,ELEFTHERIOS,MANTZOUKAS,207,Forward,Greece,2003-07-08T00:00:00,PAN,Panathinaikos AKTOR Athens,ok
P002871,002871,paris-maragkos,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/paris-maragkos/profile/002871/,PARIS,MARAGKOS,206,Center,Greece,1994-01-19T00:00:00,OLY,Olympiacos Piraeus,ok
P002299,002299,gianluca-marchetti,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/gianluca-marchetti/profile/002299/,GIANLUCA,MARCHETTI,178,Guard,Italy,1993-06-18T00:00:00,ROM,Lottomatica Roma,ok
PAHW,AHW,denis-marconato,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/denis-marconato/profile/AHW/,DENIS,MARCONATO,214,Center,Italy,1975-07-29T00:00:00,SAS,Dinamo Banco di Sardegna Sassari,ok
P009948,009948,juani-marcos,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/juani-marcos/profile/009948/,JUANI,MARCOS,190,Guard,Italy,2000-07-06T00:00:00,BAR,FC Barcelona,ok
P000088,000088,davide-marelli,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/davide-marelli/profile/000088/,DAVIDE,MARELLI,195,Guard,Italy,1991-01-24T00:00:00,MIL,AJ Milano,ok
P000089,000089,sandro-marelli,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/sandro-marelli/profile/000089/,SANDRO,MARELLI,195,Guard,Italy,1991-01-24T00:00:00,MIL,AJ Milano,ok
P001922,001922,aleksandar-maric,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/aleksandar-maric/profile/001922/,ALEKS,MARIC,211,Center,Serbia,1984-10-22T00:00:00,GAL,Galatasaray Liv Hospital Istanbul,ok
P010754,010754,lucas-mari,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/lucas-mari/profile/010754/,LUCAS,MARI,198,Guard,Spain,2005-10-20T00:00:00,PAM,Valencia Basket,ok
P011974,011974,lucas-mari,none,,,,,,,,,,not_found (http_404)
P004761,004761,vanja-marinkovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/vanja-marinkovic/profile/004761/,VANJA,MARINKOVIC,199,Forward,Serbia,1997-01-09T00:00:00,PAR,Partizan Mozzart Bet Belgrade,ok
P003993,003993,mauricio-marin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/mauricio-marin/profile/003993/,MAURICIO,MARIN,193,Guard,Germany,1994-04-21T00:00:00,MUN,FC Bayern Munich,ok
PLMG,LMG,boban-marjanovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/boban-marjanovic/profile/LMG/,BOBAN,MARJANOVIC,224,Center,Serbia,1988-08-15T00:00:00,ULK,Fenerbahce Beko Istanbul,ok
PBED,BED,manuchar-markoishvili,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/manuchar-markoishvili/profile/BED/,MANUCHAR,MARKOISHVILI,0,,Georgia,1986-11-17T00:00:00,MCO,AS Monaco,ok
PBCC,BCC,damir-markota,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/damir-markota/profile/BCC/,DAMIR,MARKOTA,208,Forward,Croatia,1985-12-26T00:00:00,BAM,Brose Baskets Bamberg,ok
PLME,LME,stefan-markovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/stefan-markovic/profile/LME/,STEFAN,MARKOVIC,198,Guard,Serbia,1988-04-25T00:00:00,RED,Crvena Zvezda Meridianbet Belgrade,ok
PBHR,BHR,claude-marquis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/claude-marquis/profile/BHR/,CLAUDE,MARQUIS,204,Forward,France,1980-01-28T00:00:00,CHO,Cholet Basket,ok
P000670,000670,rawle-marshall,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rawle-marshall/profile/000670/,RAWLE,MARSHALL,201,Forward,United States of America,1982-02-20T00:00:00,ASV,Asvel Basket,ok
P003715,003715,alberto-martin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/alberto-martin/profile/003715/,ALBERTO,MARTIN,184,Guard,Spain,1995-03-28T00:00:00,MAD,Real Madrid,ok
P003395,003395,carlos-martinez,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/carlos-martinez/profile/003395/,CARLOS,MARTINEZ,196,Forward,Spain,1996-01-19T00:00:00,BAS,Laboral Kutxa Vitoria,ok
P007995,007995,ivan-martinez,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ivan-martinez/profile/007995/,IVAN,MARTINEZ,192,Forward,Spain,1990-03-02T00:00:00,BAS,KIROLBET Baskonia Vitoria Gasteiz,ok
P001351,001351,rafa-martinez,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rafa-martinez/profile/001351/,RAFA,MARTINEZ,0,,Spain,1982-03-03T00:00:00,BAR,FC Barcelona,ok
P006768,006768,sergi-martinez,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/sergi-martinez/profile/006768/,SERGI,MARTINEZ,202,Forward,Spain,1999-05-10T00:00:00,BAR,FC Barcelona,ok
P009540,009540,hassan-martin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/hassan-martin/profile/009540/,HASSAN,MARTIN,201,Center,United States of America,1995-11-22T00:00:00,RED,Crvena Zvezda Meridianbet Belgrade,ok
P011967,011967,jarell-martin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jarell-martin/profile/011967/,JARELL,MARTIN,208,Forward,United States of America,1994-05-24T00:00:00,TEL,Maccabi Playtika Tel Aviv,ok
P012713,012713,bruno-mascolo,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/bruno-mascolo/profile/012713/,BRUNO,MASCOLO,192,Guard,Italy,1996-03-04T00:00:00,VIR,Virtus Segafredo Bologna,ok
P008015,008015,karam-mashour,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/karam-mashour/profile/008015/,KARAM,MASHOUR,198,Forward,Israel,1991-08-09T00:00:00,TEL,Maccabi FOX Tel Aviv,ok
P003474,003474,ante-masic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ante-masic/profile/003474/,ANTE,MASIC,198,Forward,Croatia,1985-10-28T00:00:00,ZAG,Zagreb,ok
P006183,006183,gytis-masiulis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/gytis-masiulis/profile/006183/,GYTIS,MASIULIS,206,Forward,Lithuania,1998-04-10T00:00:00,ZAL,Zalgiris Kaunas,ok
PACX,ACX,tomas-masiulis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/tomas-masiulis/profile/ACX/,TOMAS,MASIULIS,0,,Lithuania,1975-09-19T00:00:00,ZAL,Zalgiris Kaunas,ok
P009600,009600,makai-mason,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/makai-mason/profile/009600/,MAKAI,MASON,185,Guard,United States of America,1995-05-04T00:00:00,BER,ALBA Berlin,ok
P012618,012618,bodian-massa,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/bodian-massa/profile/012618/,BODIAN,MASSA,210,Forward,France,1997-10-21T00:00:00,ASV,LDLC ASVEL Villeurbanne,ok
PLGV,LGV,jeremiah-massey,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jeremiah-massey/profile/LGV/,JEREMIAH,MASSEY,202,Forward,United States of America,1982-07-22T00:00:00,BAM,Brose Baskets Bamberg,ok
P011936,011936,jonah-mathews,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jonah-mathews/profile/011936/,JONAH,MATHEWS,191,Forward,United States of America,1998-02-10T00:00:00,ASV,LDLC ASVEL Villeurbanne,ok
P010414,010414,mangok-mathiang,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/mangok-mathiang/profile/010414/,MANGOK,MATHIANG,208,Center,Australia,1992-10-08T00:00:00,LJU,Cedevita Olimpija Ljubljana,ok
P007025,007025,jonas-mattisseck,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jonas-mattisseck/profile/007025/,JONAS,MATTISSECK,194,Guard,Germany,2000-01-16T00:00:00,BER,ALBA Berlin,ok
PKRK,KRK,dimitrios-mavroeidis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/dimitrios-mavroeidis/profile/KRK/,DIMITRIOS,MAVROEIDIS,208,Center,Greece,1985-07-04T00:00:00,OLY,Olympiacos Piraeus,ok
PJRC,JRC,loukas-mavrokefalidis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/loukas-mavrokefalidis/profile/JRC/,LOUKAS,MAVROKEFALIDIS,210,Center,Greece,1984-07-25T00:00:00,PAN,Panathinaikos Athens,ok
P011433,011433,omer-mayer,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/omer-mayer/profile/011433/,OMER,MAYER,192,Guard,Israel,2006-10-08T00:00:00,TEL,Maccabi Playtika Tel Aviv,ok
P011264,011264,o-j-mayo,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/o-j-mayo/profile/011264/,O J,MAYO,196,Guard,United States of America,1987-11-05T00:00:00,UNK,UNICS Kazan,ok
P004511,004511,daniel-mayr,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/daniel-mayr/profile/004511/,DANIEL,MAYR,216,Center,Germany,1995-07-28T00:00:00,MUN,FC Bayern Munich,ok
P003069,003069,sean-gregory-may,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/sean-gregory-may/profile/003069/,SEAN ,MAY,206,Center,United States of America,1984-04-04T00:00:00,ZAG,Zagreb,ok
P013396,013396,skylar-mays,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/skylar-mays/profile/013396/,SKYLAR,MAYS,191,Guard,United States of America,1997-09-05T00:00:00,ULK,Fenerbahce Beko Istanbul,ok
P004401,004401,lovro-mazalin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/lovro-mazalin/profile/004401/,LOVRO,MAZALIN,203,Forward,Croatia,1997-06-28T00:00:00,CED,Cedevita Zagreb,ok
PJMF,JMF,martynas-mazeika,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/martynas-mazeika/profile/JMF/,MARTYNAS,MAZEIKA,191,Guard,Lithuania,1985-01-29T00:00:00,KLA,Neptunas Klaipeda,ok
PCQJ,CQJ,nicolas-mazzarino,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/nicolas-mazzarino/profile/CQJ/,NICOLAS,MAZZARINO,181,Guard,Italy,1975-10-21T00:00:00,CTU,Mapooro Cantu,ok
P005061,005061,trevor-mbakwe,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/trevor-mbakwe/profile/005061/,TREVOR,MBAKWE,203,Center,Nigeria,1989-01-24T00:00:00,TEL,Maccabi FOX Tel Aviv,ok
P007993,007993,amath-mbaye,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/amath-mbaye/profile/007993/,AMATH,M'BAYE,206,Forward,France,1989-12-14T00:00:00,PRS,Paris Basketball,ok
P001062,001062,papa-mbaye,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/papa-mbaye/profile/001062/,PAPA,MBAYE,209,Center,Senegal,1990-06-13T00:00:00,BAR,FC Barcelona,ok
P005730,005730,cheikh-mbodj,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/cheikh-mbodj/profile/005730/,CHEIKH,MBODJ,208,Center,Senegal,1987-08-01T00:00:00,SAS,Dinamo Banco di Sardegna Sassari,ok
P002014,002014,lester-mc-caleeb,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/lester-mc-caleeb/profile/002014/,BO,MCCALEBB,182,Guard,United States of America,1985-05-04T00:00:00,MUN,FC Bayern Munich,ok
P008002,008002,ray-mccallum,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ray-mccallum/profile/008002/,RAY,MCCALLUM,191,Guard,United States of America,1991-06-12T00:00:00,DAR,Darussafaka Tekfen Istanbul,ok
PDHI,DHI,kelly-mccarty,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/kelly-mccarty/profile/DHI/,KELLY,McCARTY,201,Forward,Russian Federation,1975-08-24T00:00:00,UNK,Unics Kazan,ok
P005216,005216,errick-mccollum,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/errick-mccollum/profile/005216/,ERRICK,MCCOLLUM,188,Guard,United States of America,1988-01-22T00:00:00,ULK,Fenerbahce Beko Istanbul,ok
P013386,013386,david-mccormack,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/david-mccormack/profile/013386/,DAVID,MCCORMACK,208,Center,United States of America,1999-07-02T00:00:00,MUN,FC Bayern Munich,ok
PAPC,APC,arriel-mcdonald,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/arriel-mcdonald/profile/APC/,ARRIEL,McDONALD,189,Guard,Slovenia,1972-01-05T00:00:00,SIE,Montepaschi Siena,ok
PJTT,JTT,will-mcdonald,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/will-mcdonald/profile/JTT/,WILL,MCDONALD,207,Forward,United States of America,1979-10-05T00:00:00,BAS,Tau Ceramica,ok
P008062,008062,william-mcdowell-white,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/william-mcdowell-white/profile/008062/,WILL,MCDOWELL-WHITE,196,Guard,Australia,1998-04-13T00:00:00,BER,ALBA Berlin,ok
000117,000117,dimitry-mcduffie,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/dimitry-mcduffie/profile/000117/,DIMITRY,MCDUFFIE,198,Forward,Germany,1989-02-28T00:00:00,BAM,Brose Baskets,ok
PJNP,JNP,immanuel-mcelroy,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/immanuel-mcelroy/profile/JNP/,IMMANUEL,McELROY,194,Guard,United States of America,1980-03-25T00:00:00,BER,Alba Berlin,ok
P000672,000672,donnie-mcgrath,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/donnie-mcgrath/profile/000672/,DONNIE,McGRATH,193,Guard,United States of America,1984-05-07T00:00:00,IST,Anadolu Efes Istanbul,ok
P012800,012800,rodney-mcgruder,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rodney-mcgruder/profile/012800/,RODNEY,McGRUDER,193,Guard,United States of America,1991-07-29T00:00:00,MIL,EA7 Emporio Armani Milan,ok
PKWI,KWI,terrell-mcintyre,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/terrell-mcintyre/profile/KWI/,TERRELL,MCINTYRE,175,Guard,United States of America,1977-10-18T00:00:00,MAL,Unicaja Malaga,ok
P007853,007853,shaquielle-mckissic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/shaquielle-mckissic/profile/007853/,SHAQUIELLE,MCKISSIC,196,Guard,United States of America,1990-08-17T00:00:00,OLY,Olympiacos Piraeus,ok
P004418,004418,jamel-mclean,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jamel-mclean/profile/004418/,JAMEL,MCLEAN,202,Center,United States of America,1988-04-18T00:00:00,OLY,Olympiacos Piraeus,ok
P000731,000731,keith-darnell-mc-leod,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/keith-darnell-mc-leod/profile/000731/,KEITH,MC LEOD,188,Guard,United States of America,1979-11-05T00:00:00,SIE,Montepaschi Siena,ok
P006338,006338,jerel-mcneal,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jerel-mcneal/profile/006338/,JEREL,McNEAL,191,Guard,United States of America,1987-06-01T00:00:00,BAM,Brose Bamberg,ok
P007996,007996,jordan-mcrae,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jordan-mcrae/profile/007996/,JORDAN,MCRAE,198,Forward,United States of America,1991-03-28T00:00:00,BAS,KIROLBET Baskonia Vitoria Gasteiz,ok
P002982,002982,trenton-meacham,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/trenton-meacham/profile/002982/,TRENTON,MEACHAM,190,Guard,United States of America,1985-09-26T00:00:00,MIL,EA7 Emporio Armani Milan,ok
P001946,001946,sammy-mejia,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/sammy-mejia/profile/001946/,SAMMY,MEJIA,0,Guard,United States of America,1983-02-07T00:00:00,CSK,CSKA Moscow,ok
