player_id,code,slug_used,competition_path,profile_url,first_name,last_name,height_cm,position,nationality,born,club_code,club_name,fetch_status
P003733,003733,alberto-abalde,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/alberto-abalde/profile/003733/,ALBERTO,ABALDE,202,Forward,Spain,1995-12-15T00:00:00,MAD,Real Madrid,ok
P003527,003527,awudu-abass,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/awudu-abass/profile/003527/,AWUDU,ABASS,200,Forward,Italy,1993-01-27T00:00:00,DUB,Dubai Basketball,ok
P002414,002414,larry-abia,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/larry-abia/profile/002414/,LARRY,ABIA,195,Forward,Spain,1993-08-08T00:00:00,PAM,Power Electronics Valencia,ok
PAWH,AWH,mustafa-abi,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/mustafa-abi/profile/AWH/,MUSTAFA,ABI,197,Forward,Turkiye,1979-01-02T00:00:00,IST,Efes Pilsen,ok
P012298,012298,veniamin-abosi,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/veniamin-abosi/profile/012298/,VENIAMIN,ABOSI,200,Forward,Greece,2006-01-15T00:00:00,OLY,Olympiacos Piraeus,ok
PLNW,LNW,amadou-aboubakar-zaki,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/amadou-aboubakar-zaki/profile/LNW/,AMADOU,ABOUBAKAR ZAKI,214,Center,Niger,1988-02-10T00:00:00,NAN,SLUC Nancy,ok
P004191,004191,jordan-aboudou,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jordan-aboudou/profile/004191/,JORDAN,ABOUDOU,203,Forward,France,1991-01-30T00:00:00,CHL,Elan Chalon-Sur-Saone,ok
P003478,003478,alex-abrines,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/alex-abrines/profile/003478/,ALEX,ABRINES,198,Forward,Spain,1993-08-01T00:00:00,BAR,FC Barcelona,ok
P005199,005199,tim-abromaitis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/tim-abromaitis/profile/005199/,TIM,ABROMAITIS,203,Forward,United States of America,1989-09-17T00:00:00,DYR,Zenit St Petersburg,ok
P013027,013027,matteo-accorsi,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/matteo-accorsi/profile/013027/,MATTEO,ACCORSI,191,Guard,Italy,2007-05-13T00:00:00,VIR,Virtus Bologna,ok
PAWM,AWM,tutku-acik,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/tutku-acik/profile/AWM/,TUTKU,ACIK,,Guard,Turkiye,1980-09-01T00:00:00,BES,Besiktas JK Istanbul,ok
PLGC,LGC,alex-acker,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/alex-acker/profile/LGC/,ALEX,ACKER,195,Guard,United States of America,1983-01-21T00:00:00,SOP,Asseco Prokom Gdynia,ok
P009847,009847,quincy-acy,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/quincy-acy/profile/009847/,QUINCY,ACY,201,Forward,United States of America,1990-10-06T00:00:00,OLY,Olympiacos Piraeus,ok
P005795,005795,darius-adams,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/darius-adams/profile/005795/,DARIUS,ADAMS,189,Guard,United States of America,1989-04-17T00:00:00,BAS,Laboral Kutxa Vitoria Gasteiz,ok
P012056,012056,jalen-adams,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jalen-adams/profile/012056/,JALEN,ADAMS,191,Guard,United States of America,1995-12-11T00:00:00,TEL,Maccabi Playtika Tel Aviv,ok
P011963,011963,jaylen-adams,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jaylen-adams/profile/011963/,JAYLEN,ADAMS,188,Guard,United States of America,1996-05-04T00:00:00,RED,Crvena Zvezda Meridianbet Belgrade,ok
P007872,007872,josh-adams,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/josh-adams/profile/007872/,JOSH,ADAMS,188,Guard,United States of America,1993-11-16T00:00:00,IST,Anadolu Efes Istanbul,ok
P002532,002532,ulysse-adjagba,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ulysse-adjagba/profile/002532/,ULYSSE,ADJAGBA,184,Guard,France,1993-03-27T00:00:00,CHL,Elan Chalon-Sur-Saone,ok
PJIX,JIX,lazaros-agadakos,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/lazaros-agadakos/profile/JIX/,LAZAROS,AGADAKOS,207,Center,Greece,1980-01-01T00:00:00,ARI,Aris TT Bank,ok
P004429,004429,dimitris-agravanis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/dimitris-agravanis/profile/004429/,DIMITRIS,AGRAVANIS,208,Forward,Greece,1994-12-20T00:00:00,PAN,Panathinaikos Athens,ok
PKSF,KSF,pablo-aguilar,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/pablo-aguilar/profile/KSF/,PABLO,AGUILAR,205,Forward,Spain,1989-02-09T00:00:00,PAM,Valencia Basket,ok
P005171,005171,blake-ahearn,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/blake-ahearn/profile/005171/,BLAKE,AHEARN,188,Guard,United States of America,1984-05-27T00:00:00,NIK,Budivelnik Kiev,ok
PLHF,LHF,alexis-ajinca,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/alexis-ajinca/profile/LHF/,ALEXIS,AJINCA,215,Center,France,1988-05-06T00:00:00,STR,Strasbourg,ok
P010316,010316,melvin-ajinca,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/melvin-ajinca/profile/010316/,MELVIN,AJINCA,203,Forward,France,2004-06-26T00:00:00,ASV,LDLC ASVEL Villeurbanne,ok
P007647,007647,mert-akay,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/mert-akay/profile/007647/,MERT,AKAY,196,Guard,Turkiye,2000-07-12T00:00:00,DAR,Darussafaka Tekfen Istanbul,ok
P011816,011816,nicola-akele,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/nicola-akele/profile/011816/,NICOLA,AKELE,203,Forward,Italy,1995-11-07T00:00:00,VIR,Virtus Bologna,ok
P000728,000728,jeleel-akindele,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jeleel-akindele/profile/000728/,JELEEL,AKINDELE,216,Center,Nigeria,1983-04-02T00:00:00,SIE,Montepaschi Siena,ok
PJVE,JVE,fikret-can-akin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/fikret-can-akin/profile/JVE/,CAN,AKIN,0,Guard,Turkiye,1983-01-30T00:00:00,BES,Besiktas JK Istanbul,ok
P000645,000645,akin-akingbala,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/akin-akingbala/profile/000645/,AKIN,AKINGBALA,209,Center,Nigeria,1983-03-25T00:00:00,NAN,SLUC Nancy,ok
P007394,007394,josh-akognon,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/josh-akognon/profile/007394/,JOSH,AKOGNON,180,Guard,United States of America,1986-02-10T00:00:00,BAS,Baskonia Vitoria Gasteiz,ok
P004056,004056,ismet-akpinar,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ismet-akpinar/profile/004056/,ISMET,AKPINAR,193,Guard,Germany,1995-05-22T00:00:00,ULK,Fenerbahce Beko Istanbul,ok
PBXK,BXK,cenk-akyol,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/cenk-akyol/profile/BXK/,CENK,AKYOL,0,Forward,Turkiye,1987-04-16T00:00:00,GAL,Galatasaray Liv Hospital Istanbul,ok
P006785,006785,eidan-alber,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/eidan-alber/profile/006785/,EIDAN,ALBER,194,Guard,Israel,2000-01-25T00:00:00,TEL,Maccabi Playtika Tel Aviv,ok
P003425,003425,andrew-albicy,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/andrew-albicy/profile/003425/,ANDREW,ALBICY,178,Guard,France,1990-03-21T00:00:00,DYR,Zenit St Petersburg,ok
P003328,003328,furkan-aldemir,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/furkan-aldemir/profile/003328/,FURKAN,ALDEMIR,207,Center,Turkiye,1991-08-09T00:00:00,DAR,Darussafaka Dogus Istanbul,ok
PCIT,CIT,nemanja-aleksandrov,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/nemanja-aleksandrov/profile/CIT/,NEMANJA,ALEKSANDROV,210,Center,Serbia,1987-04-10T00:00:00,LJU,Union Olimpija,ok
P001206,001206,vukasin-aleksic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/vukasin-aleksic/profile/001206/,VUKASIN,ALEKSIC,185,Guard,Serbia,1985-01-10T00:00:00,PAR,Partizan,ok
P006195,006195,joe-alexander,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/joe-alexander/profile/006195/,JOE,ALEXANDER,203,Forward,Israel,1986-12-26T00:00:00,TEL,Maccabi FOX Tel Aviv,ok
P011973,011973,kyle-alexander,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/kyle-alexander/profile/011973/,KYLE,ALEXANDER,208,Forward,Canada,1996-10-21T00:00:00,PAM,Valencia Basket,ok
PJCF,JCF,rolandas-alijevas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/rolandas-alijevas/profile/JCF/,ROLANDAS,ALIJEVAS,192,Guard,Lithuania,1985-01-20T00:00:00,ZAL,Zalgiris,ok
PLII,LII,clement-allerme,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/clement-allerme/profile/LII/,CLEMENT,ALLERME,185,Guard,France,1989-06-24T00:00:00,LEM,Le Mans,ok
P010105,010105,izan-almansa,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/izan-almansa/profile/010105/,IZAN,ALMANSA,208,Forward,Spain,2005-06-07T00:00:00,MAD,Real Madrid,ok
P002810,002810,pablo-almazan,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/pablo-almazan/profile/002810/,PABLO,ALMAZAN,200,Forward,Spain,1990-10-21T00:00:00,MAL,Unicaja Malaga,ok
P010623,010623,carlos-alocen,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/carlos-alocen/profile/010623/,CARLOS,ALOCEN,194,Guard,Spain,2000-12-30T00:00:00,MAD,Real Madrid,ok
P014005,014005,derrick-alston-jr,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/derrick-alston-jr/profile/014005/,DERRICK,ALSTON JR. ,207,Forward,United States of America,1997-09-17T00:00:00,VIR,Virtus Bologna,ok
P004992,004992,can-altintig,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/can-altintig/profile/004992/,CAN,ALTINTIG,195,Guard,Turkiye,1987-01-01T00:00:00,KSK,Pinar Karsiyaka,ok
P002875,002875,ben-avi-albert-altit,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ben-avi-albert-altit/profile/002875/,BEN,ALTIT,208,Forward,Romania,1993-04-04T00:00:00,TEL,Maccabi Electra Tel Aviv,ok
P012417,012417,salih-altuntas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/salih-altuntas/profile/012417/,SALIH,ALTUNTAS,209,Center,Turkiye,2006-02-27T00:00:00,IST,Anadolu Efes Istanbul,ok
PAPH,APH,fragiskos-alvertis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/fragiskos-alvertis/profile/APH/,FRAGISKOS,ALVERTIS,,,Greece,1974-06-11T00:00:00,PAN,Panathinaikos OPAP Athens,ok
P005059,005059,davide-alviti,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/davide-alviti/profile/005059/,DAVIDE,ALVITI,197,Guard,Italy,1996-11-05T00:00:00,MIL,EA7 Emporio Armani Milan,ok
PCNZ,CNZ,pape-philippe-amagou,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/pape-philippe-amagou/profile/CNZ/,PAPE-PHILIPPE,AMAGOU,184,Guard,France,1985-02-27T00:00:00,LMG,Limoges CSP,ok
P008977,008977,robin-amaize,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/robin-amaize/profile/008977/,ROBIN,AMAIZE,188,Forward,Germany,1994-01-31T00:00:00,MUN,FC Bayern Munich,ok
P002851,002851,andrea-amato,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/andrea-amato/profile/002851/,ANDREA,AMATO,190,Guard,Italy,1994-03-12T00:00:00,MIL,EA7 Emporio Armani Milan,ok
P012378,012378,mohammad-amini,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/mohammad-amini/profile/012378/,MOHAMMAD,AMINI,200,Forward,Iran,2005-04-26T00:00:00,MCO,AS Monaco,ok
PBZO,BZO,aloysius-anagonye,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/aloysius-anagonye/profile/BZO/,ALOYSIUS,ANAGONYE,203,Forward,United States of America,1981-02-10T00:00:00,LJU,Union Olimpija Ljubljana,ok
PAKT,AKT,david-andersen,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/david-andersen/profile/AKT/,DAVID,ANDERSEN,212,Center,Denmark,1980-06-23T00:00:00,ULK,Fenerbahce Ulker Istanbul,ok
PTGV,TGV,alan-anderson,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/alan-anderson/profile/TGV/,ALAN,ANDERSON,198,Forward,United States of America,1982-10-16T00:00:00,BAR,Regal Barcelona,ok
P005938,005938,james-anderson,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/james-anderson/profile/005938/,JAMES,ANDERSON,198,Forward,United States of America,1989-03-25T00:00:00,IST,Anadolu Efes Istanbul,ok
P012795,012795,justin-anderson,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/justin-anderson/profile/012795/,JUSTIN,ANDERSON,198,Forward,United States of America,1993-11-19T00:00:00,DUB,Dubai Basketball,ok
P000183,000183,luke-burkett-anderson,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/luke-burkett-anderson/profile/000183/,LUKE,ANDERSON,195,Forward,United States of America,1982-10-01T00:00:00,LJU,Union Olimpija,ok
P011248,011248,andrew-andrews,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/andrew-andrews/profile/011248/,ANDREW,ANDREWS,188,Guard,United States of America,1993-05-25T00:00:00,PAN,Panathinaikos Athens,ok
PJDQ,JDQ,luksa-andric,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/luksa-andric/profile/JDQ/,LUKSA,ANDRIC,210,Center,Croatia,1985-01-29T00:00:00,CED,Cedevita Zagreb,ok
P002574,002574,mihajilo-andric,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/mihajilo-andric/profile/002574/,MIHAJLO,ANDRIC,202,Forward,Serbia,1994-01-04T00:00:00,PAR,Partizan NIS Belgrade,ok
P000956,000956,danilo-andusic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/danilo-andusic/profile/000956/,DANILO,ANDJUSIC,196,Guard,Serbia,1991-04-22T00:00:00,DUB,Dubai Basketball,ok
P010465,010465,braian-angola,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/braian-angola/profile/010465/,BRAIAN,ANGOLA,198,Forward,Colombia,1994-04-06T00:00:00,ASV,LDLC ASVEL Villeurbanne,ok
P004327,004327,kostiantyn-anikiienko,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/kostiantyn-anikiienko/profile/004327/,KOSTIANTYN,ANIKIIENKO,218,Center,Ukraine,1992-11-09T00:00:00,NIK,Budivelnik Kiev,ok
PTFN,TFN,michailis-anisimov,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/michailis-anisimov/profile/TFN/,MICHAILIS,ANISIMOV,216,Center,Lithuania,1984-10-11T00:00:00,KLA,Neptunas Klaipeda,ok
P011221,011221,kostas-antetokounmpo,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/kostas-antetokounmpo/profile/011221/,KOSTAS,ANTETOKOUNMPO,208,Center,Greece,1997-11-20T00:00:00,OLY,Olympiacos Piraeus,ok
P007865,007865,thanasis-antetokounmpo,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/thanasis-antetokounmpo/profile/007865/,THANASIS,ANTETOKOUNMPO,200,Forward,Greece,1992-07-18T00:00:00,PAN,Panathinaikos OPAP Athens,ok
PBAE,BAE,pero-antic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/pero-antic/profile/BAE/,PERO,ANTIC,211,Center,Serbia,1982-07-29T00:00:00,RED,Crvena Zvezda mts Belgrade,ok
P002026,002026,pavel-antipov,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/pavel-antipov/profile/002026/,PAVEL,ANTIPOV,202,Forward,Russian Federation,1991-09-19T00:00:00,UNK,Unics Kazan,ok
P004941,004941,semen-antonov,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/semen-antonov/profile/004941/,SEMEN,ANTONOV,202,Forward,Russian Federation,1989-07-18T00:00:00,CSK,CSKA Moscow,ok
P000781,000781,angel-aparicio,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/angel-aparicio/profile/000781/,ANGEL,APARICIO,197,Forward,Spain,1992-08-14T00:00:00,BAR,Regal Barcelona,ok
P003945,003945,dragan-apic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/dragan-apic/profile/003945/,DRAGAN,APIC,205,Forward,Serbia,1995-10-03T00:00:00,RED,Crvena Zvezda mts Belgrade,ok
PAOC,AOC,georgios-apostolidis,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/georgios-apostolidis/profile/AOC/,GEORGIOS,APOSTOLIDIS,197,Forward,Greece,1984-01-01T00:00:00,PAN,Panathinaikos Athens,ok
PTEQ,TEQ,pietro-aradori,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/pietro-aradori/profile/TEQ/,PIETRO,ARADORI,194,Guard,Italy,1988-12-09T00:00:00,GAL,Galatasaray Liv Hospital Istanbul,ok
P003263,003263,petar-aranitovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/petar-aranitovic/profile/003263/,PETAR,ARANITOVIC,188,Guard,Serbia,1994-09-20T00:00:00,PAR,Partizan NIS Belgrade,ok
P004402,004402,marko-arapovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/marko-arapovic/profile/004402/,MARKO,ARAPOVIC,206,Center,Croatia,1996-07-20T00:00:00,CED,Cedevita Zagreb,ok
P005813,005813,ege-arar,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ege-arar/profile/005813/,EGE,ARAR,208,Forward,Turkiye,1996-09-02T00:00:00,GAL,Galatasaray Odeabank Istanbul,ok
PKBD,KBD,robert-archibald,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/robert-archibald/profile/KBD/,ROBERT,ARCHIBALD,209,Center,United Kingdom,1980-03-29T00:00:00,MAL,Unicaja Malaga,ok
PDBE,DBE,koko-archibong,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/koko-archibong/profile/DBE/,KOKO,ARCHIBONG,205,Forward,Nigeria,1981-05-10T00:00:00,SOP,Asseco Prokom,ok
PBKY,BKY,stephen-arigbabu,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/stephen-arigbabu/profile/BKY/,STEPHEN,ARIGBABU,208,Center,Germany,1972-02-15T00:00:00,MAR,Maroussi,ok
P007516,007516,martynas-arlauskas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/martynas-arlauskas/profile/007516/,MARTYNAS,ARLAUSKAS,199,Guard,Lithuania,2000-07-10T00:00:00,ZAL,Zalgiris Kaunas,ok
P003331,003331,hilton-armstrong,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/hilton-armstrong/profile/003331/,HILTON,ARMSTRONG,208,Center,United States of America,1984-11-23T00:00:00,PAN,Panathinaikos Athens,ok
P014141,014141,taran-armstrong,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/taran-armstrong/profile/014141/,TARAN,ARMSTRONG,196,Guard,Australia,2002-01-15T00:00:00,DUB,Dubai Basketball,ok
P005348,005348,egehan-arna,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/egehan-arna/profile/005348/,EGEHAN,ARNA,203,Forward,Turkiye,1997-01-05T00:00:00,IST,Anadolu Efes Istanbul,ok
P002508,002508,victor-arnau,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/victor-arnau/profile/002508/,VICTOR,ARNAU,184,Guard,Spain,1991-05-11T00:00:00,PAM,Power Electronics Valencia,ok
PBCA,BCA,carlos-arroyo,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/carlos-arroyo/profile/BCA/,CARLOS,ARROYO,188,Guard,United States of America,1979-07-30T00:00:00,BAR,FC Barcelona Lassa,ok
P008025,008025,nikolaos-arsenopoulos,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/nikolaos-arsenopoulos/profile/008025/,NIKOLAOS,ARSENOPOULOS,195,Guard,Greece,2000-05-19T00:00:00,OLY,Olympiacos Piraeus,ok
PARN,ARN,ender-arslan,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ender-arslan/profile/ARN/,ENDER,ARSLAN,188,Guard,Turkiye,1983-01-13T00:00:00,DAR,Darussafaka Dogus Istanbul,ok
P001589,001589,victor-arteaga,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/victor-arteaga/profile/001589/,VICTOR,ARTEAGA,213,Center,Spain,1992-07-07T00:00:00,MAD,Real Madrid,ok
P000709,000709,omer-faruk-asik,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/omer-faruk-asik/profile/000709/,OMER,ASIK,211,Center,Turkiye,1986-07-04T00:00:00,ULK,Fenerbahce Ulker,ok
P005961,005961,anton-astapkovich,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/anton-astapkovich/profile/005961/,ANTON,ASTAPKOVICH,202,Forward,Russian Federation,1994-01-29T00:00:00,CSK,CSKA Moscow,ok
P012268,012268,adam-atamna,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/adam-atamna/profile/012268/,ADAM,ATAMNA,195,Guard,France,2007-12-06T00:00:00,ASV,LDLC ASVEL Villeurbanne,ok
P004290,004290,ioannis-athinaiou,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ioannis-athinaiou/profile/004290/,IOANNIS,ATHINAIOU,194,Guard,Greece,1988-05-27T00:00:00,PAN,Panathinaikos OPAP Athens,ok
P007674,007674,yonatan-atias,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/yonatan-atias/profile/007674/,YONATAN,ATIAS,205,Center,Israel,2001-01-26T00:00:00,TEL,Maccabi Playtika Tel Aviv,ok
P000185,000185,engin-atsur,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/engin-atsur/profile/000185/,ENGIN,ATSUR,189,Guard,Germany,1984-04-02T00:00:00,GAL,Galatasaray Liv Hospital Istanbul,ok
P007948,007948,zach-auguste,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/zach-auguste/profile/007948/,ZACH,AUGUSTE,208,Center,United States of America,1993-07-08T00:00:00,PAN,Panathinaikos OPAP Athens,ok
P001438,001438,james-augustine,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/james-augustine/profile/001438/,JAMES,AUGUSTINE,208,Center,United States of America,1984-02-27T00:00:00,MAL,Unicaja Malaga,ok
P010798,010798,neoklis-avdalas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/neoklis-avdalas/profile/010798/,NEOKLIS,AVDALAS,196,Guard,Greece,2006-02-04T00:00:00,PAN,Panathinaikos Athens,ok
PAUQ,AUQ,vule-avdalovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/vule-avdalovic/profile/AUQ/,VULE,AVDALOVIC,189,Guard,Serbia,1981-11-24T00:00:00,BER,Alba Berlin,ok
P007675,007675,deni-avdija,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/deni-avdija/profile/007675/,DENI,AVDIJA,205,Guard,Israel,2001-01-03T00:00:00,TEL,Maccabi FOX Tel Aviv,ok
P003983,003983,aleksa-avramovic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/aleksa-avramovic/profile/003983/,ALEKSA,AVRAMOVIC,193,Guard,Serbia,1994-10-25T00:00:00,DUB,Dubai Basketball,ok
P006904,006904,joel-ayayi,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/joel-ayayi/profile/006904/,JOEL,AYAYI,196,Guard,France,2000-03-05T00:00:00,PRS,Paris Basketball,ok
P007764,007764,serkan-aydin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/serkan-aydin/profile/007764/,SERKAN,AYDIN,200,Guard,Turkiye,2000-05-20T00:00:00,GAL,Galatasaray Odeabank Istanbul,ok
P005927,005927,gustavo-ayon,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/gustavo-ayon/profile/005927/,GUSTAVO,AYON,208,Center,Mexico,1985-04-01T00:00:00,DYR,Zenit St Petersburg,ok
P007148,007148,jeff-ayres,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/jeff-ayres/profile/007148/,JEFF,AYRES,206,Center,United States of America,1987-04-29T00:00:00,CSK,CSKA Moscow,ok
PKXF,KXF,larry-ayuso,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/larry-ayuso/profile/KXF/,LARRY,AYUSO,190,Guard,Puerto Rico,1977-03-27T00:00:00,CIB,Cibona,ok
P001761,001761,luka-babic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/luka-babic/profile/001761/,LUKA,BABIC,201,Forward,Croatia,1991-09-29T00:00:00,CED,Cedevita Zagreb,ok
P003475,003475,petar-babic,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/petar-babic/profile/003475/,PETAR,BABIC,190,Guard,Croatia,1985-01-02T00:00:00,ZAG,Zagreb,ok
PBUV,BUV,steponas-babrauskas,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/steponas-babrauskas/profile/BUV/,STEPONAS,BABRAUSKAS,197,Guard,Lithuania,1984-06-20T00:00:00,LIE,Lietuvos Rytas Vilnius,ok
P004943,004943,evgeny-baburin,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/evgeny-baburin/profile/004943/,EVGENY,BABURIN,190,Guard,Russian Federation,1987-07-04T00:00:00,NOV,Nizhny Novgorod,ok
P011286,011286,dwayne-bacon,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/dwayne-bacon/profile/011286/,DWAYNE,BACON,204,Forward,United States of America,1995-08-30T00:00:00,DUB,Dubai Basketball,ok
P014015,014015,armando-bacot-jr,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/armando-bacot-jr/profile/014015/,ARMANDO,BACOT JR.,208,Center,United States of America,2000-03-06T00:00:00,ULK,Fenerbahce Beko Istanbul,ok
P000064,000064,moussa-badiane,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/moussa-badiane/profile/000064/,MOUSSA,BADIANE,208,Center,France,1981-10-16T00:00:00,NAN,SLUC Nancy,ok
PTEY,TEY,pape-badiane,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/pape-badiane/profile/TEY/,PAPE,BADIANE,211,Center,France,1980-02-10T00:00:00,LEM,Le Mans,ok
P007527,007527,brancou-badio,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/brancou-badio/profile/007527/,BRANCOU,BADIO,191,Guard,Senegal,1999-02-17T00:00:00,PAM,Valencia Basket,ok
P009947,009947,ibou-badji,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/ibou-badji/profile/009947/,IBOU,BADJI,215,Center,Senegal,2002-10-13T00:00:00,BAR,FC Barcelona,ok
P005788,005788,eulis-baez,euroleague,https://www.euroleaguebasketball.net/en/euroleague/players/eulis-baez/profile/005788/,EULIS,BAEZ,201,Center,Dominican Republic,1982-03-18T00:00:00,CAN,Herbalife Gran Canaria,ok
