player_id,name,query_used,match_status,athlete_id,matched_name,matched_club,position_3cat,formation_position_name,formation_position_short,height_365,candidates
P003733,"ABALDE, ALBERTO",Alberto Abalde,exact,53139,Alberto Abalde,Real Madrid,Forward,Small Forward,SF,"6' 8""",53139:Alberto Abalde:Real Madrid
P003527,"ABASS, AWUDU",Awudu Abass,exact,53158,Awudu Abass,BC Dubai,Forward,Small Forward,SF,"6' 7""",53158:Awudu Abass:BC Dubai
P002414,"ABIA, LARRY",Larry Abia,not_found,,,,,,,,
PAWH,"ABI, MUSTAFA",Mustafa Abi,ambiguous,,,,,,,,173453:Alimat Abiola:None; 89527:Micaiah Abii:None
P012298,"ABOSI, VENIAMIN",Veniamin Abosi,exact,126320,Veniamin Abosi,,Forward,Small Forward,SF,"6' 4""",126320:Veniamin Abosi:None
PLNW,"ABOUBAKAR ZAKI, AMADOU",Amadou Aboubakar Zaki,not_found,,,,,,,,
P004191,"ABOUDOU, JORDAN",Jordan Aboudou,not_found,,,,,,,,
P003478,"ABRINES, ALEX",Alex Abrines,exact,53721,Álex Abrines,,Forward,Power Forward,PF,"6' 6""",53721:Álex Abrines:None
P005199,"ABROMAITIS, TIM",Tim Abromaitis,exact,70969,Tim Abromaitis,La Laguna Tenerife,Forward,Power Forward,PF,"6' 8""",70969:Tim Abromaitis:La Laguna Tenerife
P013027,"ACCORSI, MATTEO",Matteo Accorsi,exact,195538,Matteo Accorsi,,Guard,Point Guard,PG,"6' 2""",195538:Matteo Accorsi:None
PAWM,"AÇIK, TUTKU",Tutku Açik,not_found,,,,,,,,
PLGC,"ACKER, ALEX",Alex Acker,ambiguous,,,,,,,,104115:Lahav Ackerman:None; 109298:Ben Ackerley:None; 127203:Peyton Ackerman:None
P009847,"ACY, QUINCY",Quincy Acy,exact,53439,Quincy Acy,,Forward,Small Forward,SF,"6' 7""",53439:Quincy Acy:None
P005795,"ADAMS, DARIUS",Darius Adams,exact,149364,Darius Adams,,Guard,Point Guard,PG,"6' 1""",149364:Darius Adams:None
P012056,"ADAMS, JALEN",Jalen Adams,ambiguous,,,,,,,,53726:Steven Adams:Houston Rockets; 102633:Jaylen Adams:Parma; 89340:Julian Adams:Drexel; 89958:Brendan Adams:Parma; 108562:KJ Adams Jr.:None; 71054:Adams Sola:Movistar Estudiantes; 120636:Prince Ali:None; 147565:Marcus Adams Jr.:None; 202516:Destiny Adams:None; 109382:Darian Adams:Jacksonville State; 149364:Darius Adams:None
P011963,"ADAMS, JAYLEN",Jaylen Adams,exact,102633,Jaylen Adams,Parma,Guard,Point Guard,PG,"6' 2""",102633:Jaylen Adams:Parma
P007872,"ADAMS, JOSH",Josh Adams,ambiguous,,,,,,,,53726:Steven Adams:Houston Rockets; 102633:Jaylen Adams:Parma; 89340:Julian Adams:Drexel; 89958:Brendan Adams:Parma; 108562:KJ Adams Jr.:None; 71054:Adams Sola:Movistar Estudiantes; 120636:Prince Ali:None; 147565:Marcus Adams Jr.:None; 202516:Destiny Adams:None; 109382:Darian Adams:Jacksonville State; 149364:Darius Adams:None
P002532,"ADJAGBA, ULYSSE",Ulysse Adjagba,not_found,,,,,,,,
PJIX,"AGADAKOS, LAZAROS",Lazaros Agadakos,not_found,,,,,,,,
P004429,"AGRAVANIS, DIMITRIS",Dimitris Agravanis,ambiguous,,,,,,,,53231:Dimitrios Agravanis:Ningbo Rockets; 72615:Ioannis Agravanis:None
PKSF,"AGUILAR, PABLO",Pablo Aguilar,exact,78377,Pablo Aguilar,,Forward,Power Forward,PF,"6' 8""",78377:Pablo Aguilar:None
P005171,"AHEARN, BLAKE",Blake Ahearn,not_found,,,,,,,,
PLHF,"AJINCA, ALEXIS",Alexis Ajinca,exact,143302,Melvin Ajinca,Le Mans,Forward,Small Forward,SF,"6' 8""",143302:Melvin Ajinca:Le Mans
P010316,"AJINCA, MELVIN",Melvin Ajinca,exact,143302,Melvin Ajinca,Le Mans,Forward,Small Forward,SF,"6' 8""",143302:Melvin Ajinca:Le Mans
P007647,"AKAY, MERT",Mert Akay,exact,64442,Mert Akay,,Forward,Small Forward,SF,"6' 5""",64442:Mert Akay:None
P011816,"AKELE, NICOLA",Nicola Akele,exact,121961,Nicola Akele,,Forward,Power Forward,PF,"6' 8""",121961:Nicola Akele:None
P000728,"AKINDELE, JELEEL",Jeleel Akindele,not_found,,,,,,,,
PJVE,"AKIN, FIKRET CAN",Fikret Can Akin,ambiguous,,,,,,,,108570:James Akinjo:Ironi Ness Ziona; 109138:Jaden Akins:Motor City Cruise; 172416:Akin De Souza:Rio Claro Basquete; 121952:Berk Akin:Bursaspor Durmazlar; 125996:Dan Akin:Kolossos Rhodes; 108602:Babatunde Akingbola:None
P000645,"AKINGBALA, AKIN",Akin Akingbala,not_found,,,,,,,,
P007394,"AKOGNON, JOSH",Josh Akognon,not_found,,,,,,,,
P004056,"AKPINAR, ISMET",Ismet Akpinar,exact,69974,Ismet Akpinar,Bahçeşehir Koleji,Guard,Point Guard,PG,"6' 3""",69974:Ismet Akpinar:Bahçeşehir Koleji
PBXK,"AKYOL, CENK",Cenk Akyol,not_found,,,,,,,,
P006785,"ALBER, EIDAN",Eidan Alber,exact,71146,Idan Alber,Hapoel Afula,Guard,Shooting Guard,SG,"6' 4""",71146:Idan Alber:Hapoel Afula
P003425,"ALBICY, ANDREW",Andrew Albicy,exact,69972,Andrew Albicy,Gran Canaria,Guard,Point Guard,PG,"5' 10""",69972:Andrew Albicy:Gran Canaria
P003328,"ALDEMIR, FURKAN",Furkan Aldemir,exact,136264,Aldemiro João,,Center,Center,C,"6' 9""",136264:Aldemiro João:None
PCIT,"ALEKSANDROV, NEMANJA",Nemanja Aleksandrov,exact,224163,Rihards Aleksandrovs,VEF Riga,Forward,Power Forward,PF,"6' 7""",224163:Rihards Aleksandrovs:VEF Riga
P001206,"ALEKSIC, VUKASIN",Vukasin Aleksic,not_found,,,,,,,,
P006195,"ALEXANDER, JOE",Joe Alexander,exact,73034,Joe Alexander,,Forward,Power Forward,PF,"6' 8""",73034:Joe Alexander:None
P011973,"ALEXANDER, KYLE",Kyle Alexander,exact,86621,Kyle Alexander,Turk Telekom,Forward,Power Forward,PF,"6' 10""",86621:Kyle Alexander:Turk Telekom
PJCF,"ALIJEVAS, ROLANDAS",Rolandas Alijevas,not_found,,,,,,,,
PLII,"ALLERME, CLEMENT",Clement Allerme,not_found,,,,,,,,
P010105,"ALMANSA, IZAN",Izan Almansa,exact,161402,Izan Almansa,Real Madrid,Forward,Center,C,"6' 10""",161402:Izan Almansa:Real Madrid
P002810,"ALMAZAN, PABLO",Pablo Almazan,exact,70896,Pablo Almazán,San Pablo Burgos,Guard,Shooting Guard,SG,"6' 7""",70896:Pablo Almazán:San Pablo Burgos
P010623,"ALOCEN, CARLOS",Carlos Alocen,exact,67489,Carlos Alocén,Gran Canaria,Guard,Point Guard,PG,"6' 2""",67489:Carlos Alocén:Gran Canaria
P014005,"ALSTON JR., DERRICK",Derrick Alston Jr.,exact,102921,Derrick Alston Jr.,Virtus Bologna,Forward,Power Forward,PF,"6' 9""",102921:Derrick Alston Jr.:Virtus Bologna
P004992,"ALTINTIG, CAN",Can Altintig,not_found,,,,,,,,
P002875,"ALTIT, BEN AVI ALBERT",Ben Avi Albert Altit,exact,64797,Ben Altit,Cluj Napoca,Center,Center,C,"6' 10""",64797:Ben Altit:Cluj Napoca
P012417,"ALTUNTAS, SALIH",Salih Altuntas,exact,147290,Salih Altuntas,Miami,Center,Center,C,"6' 10""",147290:Salih Altuntas:Miami
PAPH,"ALVERTIS, FRAGISKOS",Fragiskos Alvertis,not_found,,,,,,,,
P005059,"ALVITI, DAVIDE",Davide Alviti,exact,104065,Davide Alviti,Pallacanestro Varese,Guard,Point Guard,PG,"6' 6""",104065:Davide Alviti:Pallacanestro Varese
PCNZ,"AMAGOU, PAPE PHILIPPE",Pape Philippe Amagou,not_found,,,,,,,,
P008977,"AMAIZE, ROBIN",Robin Amaize,exact,64383,Robin Amaize,Rostock Seawolves,Guard,Shooting Guard,SG,"6' 5""",64383:Robin Amaize:Rostock Seawolves
P002851,"AMATO, ANDREA",Andrea Amato,exact,89829,Isaiah Amato,Eastern Washington,Guard,,,"6' 5""",89829:Isaiah Amato:Eastern Washington
P012378,"AMINI, MOHAMMAD",Mohammad Amini,exact,129114,Mohammad Amini,Nancy,Forward,Small Forward,SF,"6' 7""",129114:Mohammad Amini:Nancy
PBZO,"ANAGONYE, ALOYSIUS",Aloysius Anagonye,not_found,,,,,,,,
PAKT,"ANDERSEN, DAVID",David Andersen,exact,148744,Bennett Andersen,,Guard,,,"6' 2""",148744:Bennett Andersen:None
PTGV,"ANDERSON, ALAN",Alan Anderson,ambiguous,,,,,,,,53549:Kyle Anderson:Toronto Raptors; 53405:Justin Anderson:BC Dubai; 53585:Ryan Anderson:None; 69959:Anderson Varejao:None; 53268:James Anderson:None; 190889:Christian Anderson:Charlotte Hornets; 73534:Anderson Rodrigues:São José; 89368:Alphonso Anderson:Diablos Rojos del Mexico; 137233:Anderson Correia:None; 73613:Anderson Barbosa:Paulistano; 71049:Karvel Anderson:None; 89503:Avery Anderson III:Górnik Wałbrzych; 111257:Yvonne Anderson:None; 90116:Ethan Anderson:None; 71193:Eric Anderson:None; 90133:Daryl Anderson:None; 123170:Dylan Anderson:Boise State; 128105:Joe Anderson:Lipscomb; 128734:Cole Anderson:UC Santa Barbara; 83924:Kyan Anderson:None; 89558:Trevor Anderson:Valparaiso; 109613:Kevin Anderson:MBK Lucenec; 117987:Jamell Anderson:Manchester Giants; 123639:Anderson Jr:None; 172446:Zion Anderson:None; 179927:Jerime Anderson:Gambusinos De Fresnillo; 231355:Blake Anderson:Miami (OH); 89449:Damezi Anderson:None; 90110:McKay Anderson:None; 145938:Lachlan Anderson:Brisbane Bullets; 147860:Courtney Anderson:Colorado; 151772:Roddie Anderson:Xavier; 189156:Jack Anderson:Marquette; 192260:Tucker Anderson:Utah State; 192606:Nick Anderson:None; 194359:Terry Anderson:High Point; 196351:Treyson Anderson:North Dakota State; 237653:Dayjaun Anderson:UL Monroe; 245957:Bryan Anderson:Piratas de Bogotá
P005938,"ANDERSON, JAMES",James Anderson,exact,53268,James Anderson,,Guard,Power Forward,PF,"6' 6""",53268:James Anderson:None
P012795,"ANDERSON, JUSTIN",Justin Anderson,exact,53405,Justin Anderson,BC Dubai,Forward,Small Forward,SF,"6' 6""",53405:Justin Anderson:BC Dubai
P000183,"ANDERSON, LUKE BURKETT",Luke Burkett Anderson,ambiguous,,,,,,,,53549:Kyle Anderson:Toronto Raptors; 53405:Justin Anderson:BC Dubai; 53585:Ryan Anderson:None; 69959:Anderson Varejao:None; 53268:James Anderson:None; 190889:Christian Anderson:Charlotte Hornets; 73534:Anderson Rodrigues:São José; 89368:Alphonso Anderson:Diablos Rojos del Mexico; 137233:Anderson Correia:None; 73613:Anderson Barbosa:Paulistano; 71049:Karvel Anderson:None; 89503:Avery Anderson III:Górnik Wałbrzych; 111257:Yvonne Anderson:None; 90116:Ethan Anderson:None; 71193:Eric Anderson:None; 90133:Daryl Anderson:None; 123170:Dylan Anderson:Boise State; 128105:Joe Anderson:Lipscomb; 128734:Cole Anderson:UC Santa Barbara; 83924:Kyan Anderson:None; 89558:Trevor Anderson:Valparaiso; 109613:Kevin Anderson:MBK Lucenec; 117987:Jamell Anderson:Manchester Giants; 123639:Anderson Jr:None; 172446:Zion Anderson:None; 179927:Jerime Anderson:Gambusinos De Fresnillo; 231355:Blake Anderson:Miami (OH); 89449:Damezi Anderson:None; 90110:McKay Anderson:None; 145938:Lachlan Anderson:Brisbane Bullets; 147860:Courtney Anderson:Colorado; 151772:Roddie Anderson:Xavier; 189156:Jack Anderson:Marquette; 192260:Tucker Anderson:Utah State; 192606:Nick Anderson:None; 194359:Terry Anderson:High Point; 196351:Treyson Anderson:North Dakota State; 237653:Dayjaun Anderson:UL Monroe; 245957:Bryan Anderson:Piratas de Bogotá
P011248,"ANDREWS, ANDREW",Andrew Andrews,exact,78427,Andrew Andrews,Zhejiang Golden Bulls,Guard,Point Guard,PG,"6' 2""",78427:Andrew Andrews:Zhejiang Golden Bulls
PJDQ,"ANDRIC, LUKSA",Luksa Andric,exact,203615,Lukša Andric,Dubrovnik,Forward,Small Forward,SF,"6' 6""",203615:Lukša Andric:Dubrovnik
P002574,"ANDRIC, MIHAJILO",Mihajilo Andric,ambiguous,,,,,,,,106294:Mihajlo Andric:Breogán; 203615:Lukša Andric:Dubrovnik
P000956,"ANDUSIC, DANILO",Danilo Andusic,exact,81660,Danilo Andjusic,Aris Bsa,Guard,Shooting Guard,SG,"6' 4""",81660:Danilo Andjusic:Aris Bsa
P010465,"ANGOLA, BRAIAN",Braian Angola,exact,72384,Braian Angola,ASVEL Villeurbanne,Guard,Shooting Guard,SG,"6' 6""",72384:Braian Angola:ASVEL Villeurbanne
P004327,"ANIKIIENKO, KOSTIANTYN",Kostiantyn Anikiienko,not_found,,,,,,,,
PTFN,"ANISIMOV, MICHAILIS",Michailis Anisimov,not_found,,,,,,,,
P011221,"ANTETOKOUNMPO, KOSTAS",Kostas Antetokounmpo,exact,64137,Kostas Antetokounmpo,Aris Bsa,Center,Center,C,"6' 10""",64137:Kostas Antetokounmpo:Aris Bsa
P007865,"ANTETOKOUNMPO, THANASIS",Thanasis Antetokounmpo,exact,53228,Thanasis Antetokounmpo,Milwaukee Bucks,Forward,Power Forward,PF,"6' 6""",53228:Thanasis Antetokounmpo:Milwaukee Bucks
PBAE,"ANTIC, PERO",Pero Antic,exact,145173,Grant Anticevich,,Forward,Small Forward,SF,"6' 8""",145173:Grant Anticevich:None
P002026,"ANTIPOV, PAVEL",Pavel Antipov,exact,72655,Pavel Antipov,,Forward,Small Forward,SF,"6' 8""",72655:Pavel Antipov:None
P004941,"ANTONOV, SEMEN",Semen Antonov,exact,53244,Semen Antonov,CSKA Moscow,Forward,Small Forward,SF,"6' 8""",53244:Semen Antonov:CSKA Moscow
P000781,"APARICIO, ANGEL",Angel Aparicio,not_found,,,,,,,,
P003945,"APIC, DRAGAN",Dragan Apic,exact,53863,Dragan Apic,Breogán,Center,Coach,,"6' 9""",53863:Dragan Apic:Breogán
PAOC,"APOSTOLIDIS, GEORGIOS",Georgios Apostolidis,not_found,,,,,,,,
PTEQ,"ARADORI, PIETRO",Pietro Aradori,exact,83821,Pietro Aradori,Fortitudo Bologna,Guard,Shooting Guard,SG,"6' 5""",83821:Pietro Aradori:Fortitudo Bologna
P003263,"ARANITOVIC, PETAR",Petar Aranitovic,exact,204137,Petar Aranitovic,KK Cibona Zagreb,Guard,Shooting Guard,SG,"6' 5""",204137:Petar Aranitovic:KK Cibona Zagreb
P004402,"ARAPOVIC, MARKO",Marko Arapovic,exact,72830,Marko Arapović,KK Krka Novo Mesto,Center,Center,C,"6' 9""",72830:Marko Arapović:KK Krka Novo Mesto
P005813,"ARAR, EGE",Ege Arar,exact,69965,Ege Arar,Trabzonspor Medical Park,Center,Center,C,"6' 10""",69965:Ege Arar:Trabzonspor Medical Park
PKBD,"ARCHIBALD, ROBERT",Robert Archibald,not_found,,,,,,,,
PDBE,"ARCHIBONG, KOKO",Koko Archibong,not_found,,,,,,,,
PBKY,"ARIGBABU, STEPHEN",Stephen Arigbabu,not_found,,,,,,,,
P007516,"ARLAUSKAS, MARTYNAS",Martynas Arlauskas,not_found,,,,,,,,
P003331,"ARMSTRONG, HILTON",Hilton Armstrong,exact,64736,Hilton Armstrong,,,,,,64736:Hilton Armstrong:None
P014141,"ARMSTRONG, TARAN",Taran Armstrong,exact,145980,Taran Armstrong,,Guard,Point Guard,PG,"6' 6""",145980:Taran Armstrong:None
P005348,"ARNA, EGEHAN",Egehan Arna,exact,53875,Egehan Arna,Esenler Erokspor,Forward,Small Forward,SF,"6' 8""",53875:Egehan Arna:Esenler Erokspor
P002508,"ARNAU, VICTOR",Victor Arnau,ambiguous,,,,,,,,70901:Arnau Parrado:HLA Alicante; 89981:Arnaud Revaz:None
PBCA,"ARROYO, CARLOS",Carlos Arroyo,ambiguous,,,,,,,,191955:Ignacio Arroyo:Monbus Obradoiro; 178922:Paulo Arroyo:Astros De Jalisco
P008025,"ARSENOPOULOS, NIKOLAOS",Nikolaos Arsenopoulos,exact,142005,Nikolaos Arsenopoulos,AEK,Guard,Point Guard,PG,"6' 5""",142005:Nikolaos Arsenopoulos:AEK
PARN,"ARSLAN, ENDER",Ender Arslan,exact,82077,Ender Arsland,,Management,Coach,,,82077:Ender Arsland:None
P001589,"ARTEAGA, VICTOR",Victor Arteaga,exact,71045,Víctor Arteaga,Mineros de Zacatecas,Center,Center,C,"6' 11""",71045:Víctor Arteaga:Mineros de Zacatecas
P000709,"ASIK, OMER FARUK",Omer Faruk Asik,not_found,,,,,,,,
P005961,"ASTAPKOVICH, ANTON",Anton Astapkovich,exact,72649,Anton Astapkovich,CSKA Moscow,Guard,Power Forward,PF,"6' 8""",72649:Anton Astapkovich:CSKA Moscow
P012268,"ATAMNA, ADAM",Adam Atamna,exact,222323,Adam Atamna,Ratiopharm Ulm,Guard,Point Guard,PG,"6' 2""",222323:Adam Atamna:Ratiopharm Ulm
P004290,"ATHINAIOU, IOANNIS",Ioannis Athinaiou,exact,83809,Ioannis Athinaiou,,Guard,Point Guard,PG,,83809:Ioannis Athinaiou:None
P007674,"ATIAS, YONATAN",Yonatan Atias,exact,72711,Yonatan Atias,Maccabi Ironi Ramat Gan,Center,Center,C,"6' 9""",72711:Yonatan Atias:Maccabi Ironi Ramat Gan
P000185,"ATSUR, ENGIN",Engin Atsur,exact,150110,Ata Atsuren,,Guard,Point Guard,PG,"6' 3""",150110:Ata Atsuren:None
P007948,"AUGUSTE, ZACH",Zach Auguste,exact,53225,Zach Auguste,,Center,Center,C,"6' 10""",53225:Zach Auguste:None
P001438,"AUGUSTINE, JAMES",James Augustine,exact,53144,James Augustine,,,,,"6' 10""",53144:James Augustine:None
P010798,"AVDALAS, NEOKLIS",Neoklis Avdalas,exact,105437,Neoklis Avdalas,North Carolina,Guard,Shooting Guard,SG,"6' 5""",105437:Neoklis Avdalas:North Carolina
PAUQ,"AVDALOVIC, VULE",Vule Avdalovic,not_found,,,,,,,,
P007675,"AVDIJA, DENI",Deni Avdija,exact,64366,Deni Avdija,Portland Trail Blazers,Forward,Small Forward,SF,"6' 9""",64366:Deni Avdija:Portland Trail Blazers
P003983,"AVRAMOVIC, ALEKSA",Aleksa Avramovic,exact,70872,Aleksa Avramovic,,Guard,Shooting Guard,SG,"6' 3""",70872:Aleksa Avramovic:None
P006904,"AYAYI, JOEL",Joel Ayayi,exact,90080,Joel Ayayi,Paris Basketball,Guard,Shooting Guard,SG,"6' 4""",90080:Joel Ayayi:Paris Basketball
P007764,"AYDIN, SERKAN",Serkan Aydin,ambiguous,,,,,,,,182004:Aydin Ibrahimov:None; 145150:Gian Aydinoglu:None; 148386:Ahmet Aydin:None; 223339:Ahmed Aydin:None; 236922:Arda Aydin:Bahçeşehir Koleji
P005927,"AYON, GUSTAVO",Gustavo Ayon,exact,53108,Gustavo Ayon,,Center,Center,C,"6' 10""",53108:Gustavo Ayon:None
P007148,"AYRES, JEFF",Jeff Ayres,not_found,,,,,,,,
PKXF,"AYUSO, LARRY",Larry Ayuso,not_found,,,,,,,,
P001761,"BABIC, LUKA",Luka Babic,exact,188005,Luka Babic,KK Dubrava,Forward,Small Forward,SF,"6' 7""",188005:Luka Babic:KK Dubrava
P003475,"BABIC, PETAR",Petar Babic,exact,188005,Luka Babic,KK Dubrava,Forward,Small Forward,SF,"6' 7""",188005:Luka Babic:KK Dubrava
PBUV,"BABRAUSKAS, STEPONAS",Steponas Babrauskas,not_found,,,,,,,,
P004943,"BABURIN, EVGENY",Evgeny Baburin,exact,69920,Evgenii Baburin,Nizhny Novgorod,Guard,Shooting Guard,SG,"6' 3""",69920:Evgenii Baburin:Nizhny Novgorod
P011286,"BACON, DWAYNE",Dwayne Bacon,exact,53481,Dwayne Bacon,BC Dubai,Forward,Small Forward,SF,"6' 6""",53481:Dwayne Bacon:BC Dubai
