player_id,name,query_used,match_status,athlete_id,matched_name,matched_club,position_3cat,formation_position_name,formation_position_short,height_365,candidates
P005850,"TAYLOR, TONY",Tony Taylor,exact,83818,Tony Taylor,Trabzonspor Medical Park,Guard,Point Guard,PG,"6' 0""",83818:Tony Taylor:Trabzonspor Medical Park
P001157,"TCHICAMBOUD, STEED",Steed Tchicamboud,exact,72374,Jayson Tchicamboud,,Guard,Point Guard,PG,"6' 3""",72374:Jayson Tchicamboud:None
P004008,"TEJIC, MARKO",Marko Tejic,not_found,,,,,,,,
PJZJ,"TELETOVIC, MIRZA",Mirza Teletovic,not_found,,,,,,,,
PJDR,"TEODOSIC, MILOS",Milos Teodosic,exact,53679,Milos Teodosic,,Guard,Point Guard,PG,"6' 5""",53679:Milos Teodosic:None
PLGH,"TEPIC, MILENKO",Milenko Tepic,not_found,,,,,,,,
P010652,"TERRY, EMANUEL",Emanuel Terry,exact,72537,Emanuel Terry,,Forward,Power Forward,PF,"6' 9""",72537:Emanuel Terry:None
PTEO,"TERRY, REYSHAWN",Reyshawn Terry,ambiguous,,,,,,,,53317:Terry Rozier:Miami Heat; 108530:Dalen Terry:Philadelphia 76ers; 102959:Terry Taylor:Brisbane Bullets; 86266:Tyrell Terry:None; 72537:Emanuel Terry:None; 117723:Terry Tarpey:Paris Basketball; 86941:Terry Stotts:None; 89591:Demetrius Terry:Cleveland State; 89645:Aiden Terry:None; 90063:Jalen Terry:None; 149605:Terry Li:Shanghai Sharks; 172434:Terry Henderson:Wellington Saints; 148308:Lance Terry:Georgia Tech; 184120:Terry Larrier:Santos De San Luis; 194359:Terry Anderson:High Point; 199835:Brendan Terry:Southeast Missouri State; 236533:Terry Roberts:Long Island Nets; 236542:Terry Taylor:Iowa Wolves
P003435,"THALIEN, KEVIN",Kevin Thalien,not_found,,,,,,,,
P004132,"THEIS, DANIEL",Daniel Theis,exact,53320,Daniel Theis,Maccabi Tel Aviv,Center,Center,C,"6' 8""",53320:Daniel Theis:Maccabi Tel Aviv
P007946,"THEODORE, JORDAN",Jordan Theodore,exact,53155,Jordan Theodore,,Guard,Point Guard,PG,"6' 0""",53155:Jordan Theodore:None
P003958,"THIEMANN, JOHANNES",Johannes Thiemann,exact,69979,Johannes Thiemann,Bayern Munich,Center,Center,C,"6' 9""",69979:Johannes Thiemann:Bayern Munich
P005094,"THOMAS, DESHAUN",Deshaun Thomas,exact,53182,Deshaun Thomas,,Forward,Small Forward,SF,"6' 7""",53182:Deshaun Thomas:None
P001234,"THOMAS, JOBEY",Jobey Thomas,ambiguous,,,,,,,,53758:Isaiah Thomas:None; 73206:Thomas Bray:None; 71553:Matt Thomas:Besiktas; 53125:Thomas Heurtel:ASVEL Villeurbanne; 53182:Deshaun Thomas:None; 64415:Thomas Walkup:Olympiacos; 53267:Malcolm Thomas:None; 89840:Cam Thomas:None; 64231:Thomas Bryant:Cleveland Cavaliers; 95185:Alyssa Thomas:Phoenix Mercury; 78472:Joe Thomasson:Panionios Idrogios; 85984:Brodric Thomas:None; 64150:Khyri Thomas:Mitteldeutscher; 121695:Davaunta Thomas:None; 204169:Thomas Sorber:Oklahoma City Thunder; 144091:Thomas Cooper:Racing Club Chivilcoy; 226259:Meleek Thomas:Cleveland Cavaliers; 64754:TaShawn Thomas:Le Mans; 108829:Malik Thomas:Virginia; 53133:Will Thomas:None; 142648:Thomas Hieu-Courtois:ADA Blois Basket 41; 70033:Thomas Scrubb:La Laguna Tenerife; 148742:Thomas Haugh:Florida; 160378:Angel Nunez:Leyma Coruña; 95186:Jasmine Thomas:None; 150294:Charles Thomas:None; 120629:Thomas Bropleh:None; 196942:Thomas Segui:Club Atletico Welcome; 71199:Rashawn Thomas:Dinamo Sassari; 184488:Khyri Thomas:None; 108834:Saint Thomas:None; 111181:Sam Thomas:None; 149037:Marcus Thomas:None; 150207:Quintrell Thomas:None; 157685:Thomas Rutherford:BC Kalev/Cramo; 234039:Romaine Thomas:None; 72658:Alec Brown:Movistar Estudiantes; 87590:Elijah Thomas:None; 95597:Shakayla Thomas:None; 108755:Rod Thomas:Murray State; 142240:Thomas Kennedy:KK Cedevita Olimpija; 142662:Thomas Cornely:None; 148661:Thomas Hattan:Notre Dame; 155669:Dionjahe Thomas:None; 72379:Thomas Hanquiez:None; 81683:Thomas Akyazili:Esenler Erokspor; 82986:Thomas Klepeisz:Ratiopharm Ulm; 87979:Thomas:None; 89150:Deandre Thomas:None; 89203:Noah Thomas:None; 89227:Thomas Kithier:Valparaiso; 89434:Thomas Webley:Hartford; 109559:Jalen Thomas:Butler; 109920:Trey Thomas:None; 126044:LJ Thomas:None; 127205:Anthony Thomas:None; 128119:Michael Thomas:Louisiana; 128769:Thomas Weaver:None; 128828:Miryne Thomas:Leicester Riders; 141839:Thomas Kottas:None; 147159:Shane Thomas:Creighton; 147543:Adonis Thomas:None; 148187:Noah Thomasson:Polski C. Torun; 148660:Thomas Crowe:Notre Dame; 149045:Thomas Ndong:California Baptist; 149106:Day Day Thomas:Cincinnati; 149461:Raphell Thomas-Edwards:Bristol Flyers; 152195:Thomas Waldron:None; 155492:Kalil Thomas:Morehead State; 155562:Thomas Kizer:Samford; 156600:Thomas Araujo:Cordon; 172330:Thomas Ingham:Nelson Giants; 172352:Thomas Gold:Manawatu Jets; 182807:Erik Thomas:Nacional; 192042:Thomas Tumba:None; 192044:Vansdell Thomas:Real Estelí; 192607:Thomas Tillman:Furman; 192636:Justin Thomas:Florida State; 193079:Bryant Thomas:Inter Bratislava; 193273:Thomas Gerovich:Perth; 193514:Dallas Thomas:Clemson; 193561:David Thomas:DePaul; 193681:Sebastian Thomas:Rhode Island; 196662:Corey Thomas:Bradley; 196725:Thomas Hall:Merrimack; 200024:Kyle Thomas:SIU Edwardsville; 200041:Kamryn Thomas:Omaha; 200055:Thomas Dowd:Troy; 201829:Thomas Acunzo:None; 204685:Thomas Leguay:None; 70820:Thomas Schreiner:None; 89623:Thomas Bell:None; 109085:Dischon Thomas:Ciclista Olímpico; 109355:Thomas Oosterbroek:None; 142680:Thomas Ville:Boulazac; 147485:Asa Thomas:Furman; 172251:Thomas Vodanovich:None; 196273:Daniel Thomas:None; 223646:Thomas Stanko:ČEZ Nymburk; 224076:Thomas Zevgaras:As Karditsas; 232174:Myles Thomas:Basket Osasco; 232438:Jamarii Thomas:MKS D. Gornicza; 234795:Thomas Geneste:Cholet; 235271:Caleb Thomas:Lehigh; 235506:Jannoy Thomas:Prairie View A&M; 235523:Nigel Thomas:Kennesaw State; 237324:Dedan Thomas Jr.:Houston; 237656:MJ Thomas:UNLV; 238086:DJ Thomas:TCU
P011313,"THOMAS, KHYRI",Khyri Thomas,exact,64150,Khyri Thomas,Mitteldeutscher,Guard,Shooting Guard,SG,"6' 3""",64150:Khyri Thomas:Mitteldeutscher
P004251,"THOMAS, MALCOM",Malcom Thomas,ambiguous,,,,,,,,53758:Isaiah Thomas:None; 73206:Thomas Bray:None; 71553:Matt Thomas:Besiktas; 53125:Thomas Heurtel:ASVEL Villeurbanne; 53182:Deshaun Thomas:None; 64415:Thomas Walkup:Olympiacos; 53267:Malcolm Thomas:None; 89840:Cam Thomas:None; 64231:Thomas Bryant:Cleveland Cavaliers; 95185:Alyssa Thomas:Phoenix Mercury; 78472:Joe Thomasson:Panionios Idrogios; 85984:Brodric Thomas:None; 64150:Khyri Thomas:Mitteldeutscher; 121695:Davaunta Thomas:None; 204169:Thomas Sorber:Oklahoma City Thunder; 144091:Thomas Cooper:Racing Club Chivilcoy; 226259:Meleek Thomas:Cleveland Cavaliers; 64754:TaShawn Thomas:Le Mans; 108829:Malik Thomas:Virginia; 53133:Will Thomas:None; 142648:Thomas Hieu-Courtois:ADA Blois Basket 41; 70033:Thomas Scrubb:La Laguna Tenerife; 148742:Thomas Haugh:Florida; 160378:Angel Nunez:Leyma Coruña; 95186:Jasmine Thomas:None; 150294:Charles Thomas:None; 120629:Thomas Bropleh:None; 196942:Thomas Segui:Club Atletico Welcome; 71199:Rashawn Thomas:Dinamo Sassari; 184488:Khyri Thomas:None; 108834:Saint Thomas:None; 111181:Sam Thomas:None; 149037:Marcus Thomas:None; 150207:Quintrell Thomas:None; 157685:Thomas Rutherford:BC Kalev/Cramo; 234039:Romaine Thomas:None; 72658:Alec Brown:Movistar Estudiantes; 87590:Elijah Thomas:None; 95597:Shakayla Thomas:None; 108755:Rod Thomas:Murray State; 142240:Thomas Kennedy:KK Cedevita Olimpija; 142662:Thomas Cornely:None; 148661:Thomas Hattan:Notre Dame; 155669:Dionjahe Thomas:None; 72379:Thomas Hanquiez:None; 81683:Thomas Akyazili:Esenler Erokspor; 82986:Thomas Klepeisz:Ratiopharm Ulm; 87979:Thomas:None; 89150:Deandre Thomas:None; 89203:Noah Thomas:None; 89227:Thomas Kithier:Valparaiso; 89434:Thomas Webley:Hartford; 109559:Jalen Thomas:Butler; 109920:Trey Thomas:None; 126044:LJ Thomas:None; 127205:Anthony Thomas:None; 128119:Michael Thomas:Louisiana; 128769:Thomas Weaver:None; 128828:Miryne Thomas:Leicester Riders; 141839:Thomas Kottas:None; 147159:Shane Thomas:Creighton; 147543:Adonis Thomas:None; 148187:Noah Thomasson:Polski C. Torun; 148660:Thomas Crowe:Notre Dame; 149045:Thomas Ndong:California Baptist; 149106:Day Day Thomas:Cincinnati; 149461:Raphell Thomas-Edwards:Bristol Flyers; 152195:Thomas Waldron:None; 155492:Kalil Thomas:Morehead State; 155562:Thomas Kizer:Samford; 156600:Thomas Araujo:Cordon; 172330:Thomas Ingham:Nelson Giants; 172352:Thomas Gold:Manawatu Jets; 182807:Erik Thomas:Nacional; 192042:Thomas Tumba:None; 192044:Vansdell Thomas:Real Estelí; 192607:Thomas Tillman:Furman; 192636:Justin Thomas:Florida State; 193079:Bryant Thomas:Inter Bratislava; 193273:Thomas Gerovich:Perth; 193514:Dallas Thomas:Clemson; 193561:David Thomas:DePaul; 193681:Sebastian Thomas:Rhode Island; 196662:Corey Thomas:Bradley; 196725:Thomas Hall:Merrimack; 200024:Kyle Thomas:SIU Edwardsville; 200041:Kamryn Thomas:Omaha; 200055:Thomas Dowd:Troy; 201829:Thomas Acunzo:None; 204685:Thomas Leguay:None; 70820:Thomas Schreiner:None; 89623:Thomas Bell:None; 109085:Dischon Thomas:Ciclista Olímpico; 109355:Thomas Oosterbroek:None; 142680:Thomas Ville:Boulazac; 147485:Asa Thomas:Furman; 172251:Thomas Vodanovich:None; 196273:Daniel Thomas:None; 223646:Thomas Stanko:ČEZ Nymburk; 224076:Thomas Zevgaras:As Karditsas; 232174:Myles Thomas:Basket Osasco; 232438:Jamarii Thomas:MKS D. Gornicza; 234795:Thomas Geneste:Cholet; 235271:Caleb Thomas:Lehigh; 235506:Jannoy Thomas:Prairie View A&M; 235523:Nigel Thomas:Kennesaw State; 237324:Dedan Thomas Jr.:Houston; 237656:MJ Thomas:UNLV; 238086:DJ Thomas:TCU
P008967,"THOMAS, MATT",Matt Thomas,exact,71553,Matt Thomas,Besiktas,Guard,Shooting Guard,SG,"6' 5""",71553:Matt Thomas:Besiktas
P012095,"THOMASSON, JOE",Joe Thomasson,exact,78472,Joe Thomasson,Panionios Idrogios,Guard,Shooting Guard,SG,"6' 4""",78472:Joe Thomasson:Panionios Idrogios
P004231,"THOMAS, TOREY",Torey Thomas,ambiguous,,,,,,,,53758:Isaiah Thomas:None; 73206:Thomas Bray:None; 71553:Matt Thomas:Besiktas; 53125:Thomas Heurtel:ASVEL Villeurbanne; 53182:Deshaun Thomas:None; 64415:Thomas Walkup:Olympiacos; 53267:Malcolm Thomas:None; 89840:Cam Thomas:None; 64231:Thomas Bryant:Cleveland Cavaliers; 95185:Alyssa Thomas:Phoenix Mercury; 78472:Joe Thomasson:Panionios Idrogios; 85984:Brodric Thomas:None; 64150:Khyri Thomas:Mitteldeutscher; 121695:Davaunta Thomas:None; 204169:Thomas Sorber:Oklahoma City Thunder; 144091:Thomas Cooper:Racing Club Chivilcoy; 226259:Meleek Thomas:Cleveland Cavaliers; 64754:TaShawn Thomas:Le Mans; 108829:Malik Thomas:Virginia; 53133:Will Thomas:None; 142648:Thomas Hieu-Courtois:ADA Blois Basket 41; 70033:Thomas Scrubb:La Laguna Tenerife; 148742:Thomas Haugh:Florida; 160378:Angel Nunez:Leyma Coruña; 95186:Jasmine Thomas:None; 150294:Charles Thomas:None; 120629:Thomas Bropleh:None; 196942:Thomas Segui:Club Atletico Welcome; 71199:Rashawn Thomas:Dinamo Sassari; 184488:Khyri Thomas:None; 108834:Saint Thomas:None; 111181:Sam Thomas:None; 149037:Marcus Thomas:None; 150207:Quintrell Thomas:None; 157685:Thomas Rutherford:BC Kalev/Cramo; 234039:Romaine Thomas:None; 72658:Alec Brown:Movistar Estudiantes; 87590:Elijah Thomas:None; 95597:Shakayla Thomas:None; 108755:Rod Thomas:Murray State; 142240:Thomas Kennedy:KK Cedevita Olimpija; 142662:Thomas Cornely:None; 148661:Thomas Hattan:Notre Dame; 155669:Dionjahe Thomas:None; 72379:Thomas Hanquiez:None; 81683:Thomas Akyazili:Esenler Erokspor; 82986:Thomas Klepeisz:Ratiopharm Ulm; 87979:Thomas:None; 89150:Deandre Thomas:None; 89203:Noah Thomas:None; 89227:Thomas Kithier:Valparaiso; 89434:Thomas Webley:Hartford; 109559:Jalen Thomas:Butler; 109920:Trey Thomas:None; 126044:LJ Thomas:None; 127205:Anthony Thomas:None; 128119:Michael Thomas:Louisiana; 128769:Thomas Weaver:None; 128828:Miryne Thomas:Leicester Riders; 141839:Thomas Kottas:None; 147159:Shane Thomas:Creighton; 147543:Adonis Thomas:None; 148187:Noah Thomasson:Polski C. Torun; 148660:Thomas Crowe:Notre Dame; 149045:Thomas Ndong:California Baptist; 149106:Day Day Thomas:Cincinnati; 149461:Raphell Thomas-Edwards:Bristol Flyers; 152195:Thomas Waldron:None; 155492:Kalil Thomas:Morehead State; 155562:Thomas Kizer:Samford; 156600:Thomas Araujo:Cordon; 172330:Thomas Ingham:Nelson Giants; 172352:Thomas Gold:Manawatu Jets; 182807:Erik Thomas:Nacional; 192042:Thomas Tumba:None; 192044:Vansdell Thomas:Real Estelí; 192607:Thomas Tillman:Furman; 192636:Justin Thomas:Florida State; 193079:Bryant Thomas:Inter Bratislava; 193273:Thomas Gerovich:Perth; 193514:Dallas Thomas:Clemson; 193561:David Thomas:DePaul; 193681:Sebastian Thomas:Rhode Island; 196662:Corey Thomas:Bradley; 196725:Thomas Hall:Merrimack; 200024:Kyle Thomas:SIU Edwardsville; 200041:Kamryn Thomas:Omaha; 200055:Thomas Dowd:Troy; 201829:Thomas Acunzo:None; 204685:Thomas Leguay:None; 70820:Thomas Schreiner:None; 89623:Thomas Bell:None; 109085:Dischon Thomas:Ciclista Olímpico; 109355:Thomas Oosterbroek:None; 142680:Thomas Ville:Boulazac; 147485:Asa Thomas:Furman; 172251:Thomas Vodanovich:None; 196273:Daniel Thomas:None; 223646:Thomas Stanko:ČEZ Nymburk; 224076:Thomas Zevgaras:As Karditsas; 232174:Myles Thomas:Basket Osasco; 232438:Jamarii Thomas:MKS D. Gornicza; 234795:Thomas Geneste:Cholet; 235271:Caleb Thomas:Lehigh; 235506:Jannoy Thomas:Prairie View A&M; 235523:Nigel Thomas:Kennesaw State; 237324:Dedan Thomas Jr.:Houston; 237656:MJ Thomas:UNLV; 238086:DJ Thomas:TCU
P005856,"THOMAS, WILL",Will Thomas,exact,53133,Will Thomas,,Forward,Power Forward,PF,"6' 8""",53133:Will Thomas:None
P005836,"THOMPKINS, TREY",Trey Thompkins,exact,53882,Trey Thompkins,Leyma Coruña,Forward,Power Forward,PF,"6' 10""",53882:Trey Thompkins:Leyma Coruña
P011078,"THOMPSON, DARIUS",Darius Thompson,exact,72758,Darius Thompson,Valencia Basket,Guard,Shooting Guard,SG,"6' 4""",72758:Darius Thompson:Valencia Basket
P003453,"THOMPSON, DEON",Deon Thompson,exact,64451,Deon Thompson,,Forward,Power Forward,PF,"6' 8""",64451:Deon Thompson:None
P000134,"THOMPSON, DIJON",Dijon Thompson,ambiguous,,,,,,,,53626:Klay Thompson:Miami Heat; 53357:Tristan Thompson:None; 133962:Amen Thompson:Houston Rockets; 133961:Ausar Thompson:Detroit Pistons; 72758:Darius Thompson:Valencia Basket; 89498:Ethan Thompson:Indiana Pacers; 70019:Sadiel Rojas:None; 155833:Messiah Thompson:Long Beach State; 102890:James Thompson IV:KK Budućnost; 123598:Stephen Thompson Jr:Vaqueros De Bayamon; 72388:Shevon Thompson:Kk Spartak Subotica; 89816:Bryce Thompson:Oklahoma State; 64451:Deon Thompson:None; 141895:Trevor Thompson:Shenzhen Leopards; 225045:Tradavis Thompson:Pato Basquete; 71131:Ryan Thompson:None; 89401:Kareem Thompson:Oral Roberts; 109187:Hunter Thompson:Wyoming; 109215:Race Thompson:Legia Warszawa; 149069:Jaylen Thompson:Stanford; 192616:Blair Thompson:Columbia; 223459:Charles Thompson:Wurzburg Baskets; 71157:Eric Thompson:None; 136308:Scottie Thompson:None; 158532:Alex Thompson:None; 89607:Isaiah Thompson:None; 90148:Khyre Thompson:UNC Greensboro; 155540:Treyton Thompson:Stetson; 172459:Jett Thompson:None; 194289:Duane Thompson:St. Bonaventure; 200023:Myles Thompson:SIU Edwardsville; 200362:Tyler Thompson:Montana; 230651:Trey Thompson:Iowa; 231502:Chase Thompson:Clemson
P008014,"THOMPSON, HOLLIS",Hollis Thompson,ambiguous,,,,,,,,53626:Klay Thompson:Miami Heat; 53357:Tristan Thompson:None; 133962:Amen Thompson:Houston Rockets; 133961:Ausar Thompson:Detroit Pistons; 72758:Darius Thompson:Valencia Basket; 89498:Ethan Thompson:Indiana Pacers; 70019:Sadiel Rojas:None; 155833:Messiah Thompson:Long Beach State; 102890:James Thompson IV:KK Budućnost; 123598:Stephen Thompson Jr:Vaqueros De Bayamon; 72388:Shevon Thompson:Kk Spartak Subotica; 89816:Bryce Thompson:Oklahoma State; 64451:Deon Thompson:None; 141895:Trevor Thompson:Shenzhen Leopards; 225045:Tradavis Thompson:Pato Basquete; 71131:Ryan Thompson:None; 89401:Kareem Thompson:Oral Roberts; 109187:Hunter Thompson:Wyoming; 109215:Race Thompson:Legia Warszawa; 149069:Jaylen Thompson:Stanford; 192616:Blair Thompson:Columbia; 223459:Charles Thompson:Wurzburg Baskets; 71157:Eric Thompson:None; 136308:Scottie Thompson:None; 158532:Alex Thompson:None; 89607:Isaiah Thompson:None; 90148:Khyre Thompson:UNC Greensboro; 155540:Treyton Thompson:Stetson; 172459:Jett Thompson:None; 194289:Duane Thompson:St. Bonaventure; 200023:Myles Thompson:SIU Edwardsville; 200362:Tyler Thompson:Montana; 230651:Trey Thompson:Iowa; 231502:Chase Thompson:Clemson
P007998,"THOMPSON, JASON",Jason Thompson,ambiguous,,,,,,,,53626:Klay Thompson:Miami Heat; 53357:Tristan Thompson:None; 133962:Amen Thompson:Houston Rockets; 133961:Ausar Thompson:Detroit Pistons; 72758:Darius Thompson:Valencia Basket; 89498:Ethan Thompson:Indiana Pacers; 70019:Sadiel Rojas:None; 155833:Messiah Thompson:Long Beach State; 102890:James Thompson IV:KK Budućnost; 123598:Stephen Thompson Jr:Vaqueros De Bayamon; 72388:Shevon Thompson:Kk Spartak Subotica; 89816:Bryce Thompson:Oklahoma State; 64451:Deon Thompson:None; 141895:Trevor Thompson:Shenzhen Leopards; 225045:Tradavis Thompson:Pato Basquete; 71131:Ryan Thompson:None; 89401:Kareem Thompson:Oral Roberts; 109187:Hunter Thompson:Wyoming; 109215:Race Thompson:Legia Warszawa; 149069:Jaylen Thompson:Stanford; 192616:Blair Thompson:Columbia; 223459:Charles Thompson:Wurzburg Baskets; 71157:Eric Thompson:None; 136308:Scottie Thompson:None; 158532:Alex Thompson:None; 89607:Isaiah Thompson:None; 90148:Khyre Thompson:UNC Greensboro; 155540:Treyton Thompson:Stetson; 172459:Jett Thompson:None; 194289:Duane Thompson:St. Bonaventure; 200023:Myles Thompson:SIU Edwardsville; 200362:Tyler Thompson:Montana; 230651:Trey Thompson:Iowa; 231502:Chase Thompson:Clemson
P004957,"THOMPSON, RYAN",Ryan Thompson,exact,71131,Ryan Thompson,,Forward,Small Forward,SF,"6' 6""",71131:Ryan Thompson:None
PCCA,"THORNTON, BOOTSY",Bootsy Thornton,ambiguous,,,,,,,,95105:Kayla Thornton:Golden State Valkyries; 73526:Isaac Thornton:Cruzeiro; 148941:Al Thornton:Penarol; 123651:Bruce Thornton:Houston Rockets; 203156:Raynere Thornton:Argentino Junín; 155819:Kaleb Thornton:None; 143641:Marcus Thornton:Lavrio
P002744,"TILLIE, KIM",Kim Tillie,exact,53241,Kim Tillie,,Forward,Power Forward,PF,"6' 11""",53241:Kim Tillie:None
P005718,"TIMMA, JANIS",Janis Timma,exact,53299,Janis Timma,Monbus Obradoiro,Forward,Small Forward,SF,"6' 7""",53299:Janis Timma:Monbus Obradoiro
P004846,"TIMOR, BAR",Bar Timor,exact,64752,Bar Timor,Hapoel Tel Aviv,Guard,Point Guard,PG,"6' 3""",64752:Bar Timor:Hapoel Tel Aviv
P007497,"TIRPANCI, ERGI",Ergi Tirpanci,exact,147479,Efe Tirpanci,Mersin Buyuksehir,Forward,Power Forward,PF,"6' 6""",147479:Efe Tirpanci:Mersin Buyuksehir
P005173,"TISHCHENKO, OLEKSANDR",Oleksandr Tishchenko,not_found,,,,,,,,
P008275,"TISMA, BORIS",Boris Tisma,exact,83550,Boris Tisma,Split,Forward,Power Forward,PF,"6' 8""",83550:Boris Tisma:Split
P008966,"TOBEY, MIKE",Mike Tobey,exact,67477,Mike Tobey,Gran Canaria,Center,Center,C,"7' 0""",67477:Mike Tobey:Gran Canaria
PJPE,"TODIC, MIROSLAV",Miroslav Todic,not_found,,,,,,,,
P004214,"TODOROVIC, DEJAN",Dejan Todorovic,exact,70849,Dejan Todorovic,Calor de Cancun,Forward,Small Forward,SF,"6' 5""",70849:Dejan Todorovic:Calor de Cancun
P001612,"TODOROVIC, MARKO",Marko Todorovic,exact,53260,Marko Todorovic,,Center,Center,C,"6' 11""",53260:Marko Todorovic:None
P004292,"TOLIOPOULOS, VASSILIS",Vassilis Toliopoulos,exact,53232,Vassilis Toliopoulos,Panathinaikos,Guard,Point Guard,PG,"6' 2""",53232:Vassilis Toliopoulos:Panathinaikos
PAFC,"TOMASEVIC, DEJAN",Dejan Tomasevic,ambiguous,,,,,,,,194219:Mateo Tomašević:None; 184365:Bojan Tomasevic:FMP Belgrade
P001184,"TOMAS, JOAN",Joan Tomas,ambiguous,,,,,,,,53383:Tomas Satoransky:Hapoel Tel Aviv; 148944:Tomas Monacchi:Boca Juniors; 160535:Tomás Chapero:Mexico City Capitanes; 72398:Tomas Dimsa:PAOK; 69989:Tomas Vyoral:Usti nad Labem; 81889:Tomas Masiulis:Zalgiris Kaunas; 122062:Tomas Barroso:None; 71047:Tomás Bellas:None; 187867:Tomas Barragan:Aguada; 70946:Lautaro Tomas Lopez:None; 70866:Tomasz Gielo:Wilki Morskie Szczecin; 83597:Pere Tomas:CB Granada; 148999:Tomas Sonnaillon:None; 149242:Tomas Spano:La Unión de Formosa; 149447:Tomas Zanzottera:None; 150270:Tomas Rossi:Csd Colo Colo; 178169:Tomas Nuno:La Unión de Formosa; 186747:Tomas Allende:None; 219640:Tomas Diaz:None; 223341:Tomas Delia:Racing Club Chivilcoy; 89996:Tomas Woldetensae:Pallacanestro Reggiana; 125711:Tyson Perez:Real Betis Energía Plus; 158367:Tomáš Palas:USK Praha; 186644:Tomas Botta:None; 72765:Tomas Delininkaitis:None; 117874:Tomas Kyzlink:Jilin Northeast Tigers; 158419:Tomáš Pomikálek:BK Decin; 194219:Mateo Tomašević:None; 196407:Tomas Jansa:None; 203082:Tomasz Pływaczyk:None; 72400:Tomas Lekunas:Pieno Zvaigdes; 149056:Tomas Pereyra:Comunicaciones Mercedes; 149517:Tomas Nally:San Lorenzo; 157718:Tomaš Pavelka:None; 198126:Tomas Thrastarson:None; 202286:Tomas Ronchetti:None; 157710:Tomas Stankevičius:None; 158342:Tomáš Merta:Hradec Kralove; 158416:Tomas Houzar:Basketball Brno; 158430:Tomáš Randýsek:BK Decin; 158436:Tomas Grepl:BK Decin; 182056:Tomas Murphy:BC Nokia; 182785:Tomas Zdanavicius:Mazeikiai; 184248:Tomas Mikyska:None; 184365:Bojan Tomasevic:FMP Belgrade; 186389:Wojciech Tomaszewski:Legia Warszawa; 186497:Tomas Pacesas:None; 188121:Tomáš Bohuslav:Usti nad Labem; 193820:Tomas Mrvis:Spisski Rytieri; 193854:Tomaš Sekereš:MBK Lucenec; 196405:Tomas Valentiny:None; 200389:Tomas Charbonnier:Cordon; 223327:Tomas Cavallero:Atenas; 223596:Tomas Bjarkason:Hamburg Towers; 225275:Tomas Abdala:Union Atletica; 245943:Tomas Talcis:None
PCPS,"TOMAS, MARKO",Marko Tomas,ambiguous,,,,,,,,53383:Tomas Satoransky:Hapoel Tel Aviv; 148944:Tomas Monacchi:Boca Juniors; 160535:Tomás Chapero:Mexico City Capitanes; 72398:Tomas Dimsa:PAOK; 69989:Tomas Vyoral:Usti nad Labem; 81889:Tomas Masiulis:Zalgiris Kaunas; 122062:Tomas Barroso:None; 71047:Tomás Bellas:None; 187867:Tomas Barragan:Aguada; 70946:Lautaro Tomas Lopez:None; 70866:Tomasz Gielo:Wilki Morskie Szczecin; 83597:Pere Tomas:CB Granada; 148999:Tomas Sonnaillon:None; 149242:Tomas Spano:La Unión de Formosa; 149447:Tomas Zanzottera:None; 150270:Tomas Rossi:Csd Colo Colo; 178169:Tomas Nuno:La Unión de Formosa; 186747:Tomas Allende:None; 219640:Tomas Diaz:None; 223341:Tomas Delia:Racing Club Chivilcoy; 89996:Tomas Woldetensae:Pallacanestro Reggiana; 125711:Tyson Perez:Real Betis Energía Plus; 158367:Tomáš Palas:USK Praha; 186644:Tomas Botta:None; 72765:Tomas Delininkaitis:None; 117874:Tomas Kyzlink:Jilin Northeast Tigers; 158419:Tomáš Pomikálek:BK Decin; 194219:Mateo Tomašević:None; 196407:Tomas Jansa:None; 203082:Tomasz Pływaczyk:None; 72400:Tomas Lekunas:Pieno Zvaigdes; 149056:Tomas Pereyra:Comunicaciones Mercedes; 149517:Tomas Nally:San Lorenzo; 157718:Tomaš Pavelka:None; 198126:Tomas Thrastarson:None; 202286:Tomas Ronchetti:None; 157710:Tomas Stankevičius:None; 158342:Tomáš Merta:Hradec Kralove; 158416:Tomas Houzar:Basketball Brno; 158430:Tomáš Randýsek:BK Decin; 158436:Tomas Grepl:BK Decin; 182056:Tomas Murphy:BC Nokia; 182785:Tomas Zdanavicius:Mazeikiai; 184248:Tomas Mikyska:None; 184365:Bojan Tomasevic:FMP Belgrade; 186389:Wojciech Tomaszewski:Legia Warszawa; 186497:Tomas Pacesas:None; 188121:Tomáš Bohuslav:Usti nad Labem; 193820:Tomas Mrvis:Spisski Rytieri; 193854:Tomaš Sekereš:MBK Lucenec; 196405:Tomas Valentiny:None; 200389:Tomas Charbonnier:Cordon; 223327:Tomas Cavallero:Atenas; 223596:Tomas Bjarkason:Hamburg Towers; 225275:Tomas Abdala:Union Atletica; 245943:Tomas Talcis:None
PLJB,"TOMAS, PERE",Pere Tomas,exact,83597,Pere Tomas,CB Granada,Forward,Small Forward,SF,"6' 8""",83597:Pere Tomas:CB Granada
P002507,"TOMIC, ANTE",Ante Tomic,exact,53121,Ante Tomic,Joventut de Badalona,Center,Center,C,"7' 2""",53121:Ante Tomic:Joventut de Badalona
PCCI,"TONOLLI, ALESSANDRO",Alessandro Tonolli,not_found,,,,,,,,
