season_code,player_id,team_id,two_points_attempted,three_points_attempted,two_point_event_count,three_point_event_count,field_goal_attempts_season,field_goal_attempts_event,field_goal_attempts_diff
E2022,PTFK,ASV,17,55,17.0,55.0,72,72.0,0.0
E2024,P013374,VIR,110,0,110.0,0.0,110,110.0,0.0
E2025,P013374,VIR,174,0,174.0,0.0,174,174.0,0.0
E2009,P001939,ROM,0,0,0.0,0.0,0,0.0,0.0
E2020,P006487,PAN,1,2,1.0,2.0,3,3.0,0.0
E2011,PKUW,CTU,0,0,0.0,0.0,0,0.0,0.0
E2009,P002107,MAL,25,13,25.0,13.0,38,38.0,0.0
E2007,P000007,BAR,0,0,0.0,0.0,0,0.0,0.0
E2008,P000007,BAR,1,2,1.0,2.0,3,3.0,0.0
E2010,P000007,ROM,93,36,93.0,36.0,129,129.0,0.0
E2012,P000007,BER,126,49,126.0,49.0,175,175.0,0.0
E2013,P000007,MUN,113,55,113.0,55.0,168,168.0,0.0
E2014,P000007,MUN,66,32,66.0,32.0,98,98.0,0.0
E2015,P000007,MUN,56,42,56.0,42.0,98,98.0,0.0
E2018,P000007,MUN,134,97,134.0,97.0,231,231.0,0.0
E2019,P000007,MUN,65,48,65.0,48.0,113,113.0,0.0
E2020,P000007,MUN,36,42,36.0,42.0,78,78.0,0.0
E2021,P000007,MUN,12,16,12.0,16.0,28,28.0,0.0
E2009,PLUT,PAR,16,26,16.0,26.0,42,42.0,0.0
E2010,PLUT,PAR,9,8,9.0,8.0,17,17.0,0.0
E2012,PLUT,PAR,1,0,1.0,0.0,1,1.0,0.0
E2009,P001882,LJU,9,18,9.0,18.0,27,27.0,0.0
E2015,P001430,GSS,37,8,37.0,8.0,45,45.0,0.0
E2007,PLIT,PAR,1,0,1.0,0.0,1,1.0,0.0
E2009,P000035,KHI,11,25,11.0,25.0,36,36.0,0.0
E2010,P000035,KHI,3,4,3.0,4.0,7,7.0,0.0
E2011,P000035,SOP,9,6,9.0,6.0,15,15.0,0.0
E2009,P001831,ORL,32,22,32.0,22.0,54,54.0,0.0
E2016,P004007,RED,10,12,10.0,12.0,22,22.0,0.0
E2017,P004007,RED,58,77,58.0,77.0,135,135.0,0.0
E2019,P004007,RED,48,42,48.0,42.0,90,90.0,0.0
E2020,P004007,RED,83,114,83.0,114.0,197,197.0,0.0
E2021,P004007,RED,139,126,139.0,126.0,265,265.0,0.0
E2022,P004007,RED,132,136,132.0,136.0,268,268.0,0.0
E2023,P004007,VIR,54,49,54.0,49.0,103,103.0,0.0
E2024,P004007,RED,38,45,38.0,45.0,83,83.0,0.0
E2025,P004007,RED,35,62,35.0,62.0,97,97.0,0.0
E2009,P001832,ORL,42,38,42.0,38.0,80,80.0,0.0
E2014,P001832,BAR,146,62,146.0,62.0,208,208.0,0.0
E2015,P001832,BAR,145,62,145.0,62.0,207,207.0,0.0
E2016,P001832,BAR,66,28,66.0,28.0,94,94.0,0.0
E2017,P001832,IST,9,7,9.0,7.0,16,16.0,0.0
E2024,P011626,BER,2,0,2.0,0.0,2,2.0,0.0
E2008,PBKK,BER,19,15,19.0,15.0,34,34.0,0.0
E2025,P014010,PRS,106,0,106.0,0.0,106,106.0,0.0
E2008,PJIS,SIE,96,78,96.0,78.0,174,174.0,0.0
E2009,PJIS,SIE,60,55,60.0,55.0,115,115.0,0.0
E2011,PJIS,UNK,104,97,104.0,97.0,201,201.0,0.0
E2013,PJIS,GAL,58,71,58.0,71.0,129,129.0,0.0
E2015,P005929,MAD,11,16,11.0,16.0,27,27.0,0.0
E2016,P005929,MAD,91,105,91.0,105.0,196,196.0,0.0
E2017,P005929,MAD,173,173,173.0,173.0,346,346.0,0.0
E2007,PTGI,LJU,17,15,17.0,15.0,32,32.0,0.0
E2017,P002763,PAM,57,100,57.0,100.0,157,157.0,0.0
E2019,P002763,PAM,29,79,29.0,79.0,108,108.0,0.0
E2011,P003508,OLY,38,1,38.0,1.0,39,39.0,0.0
E2011,P003508,BAS,11,0,11.0,0.0,11,11.0,0.0
E2012,P003508,OLY,8,1,8.0,1.0,9,9.0,0.0
E2013,P003508,BAR,96,0,96.0,0.0,96,96.0,0.0
E2015,P003508,BAR,27,0,27.0,0.0,27,27.0,0.0
E2016,P003508,BAR,62,0,62.0,0.0,62,62.0,0.0
E2019,P009849,TEL,108,131,108.0,131.0,239,239.0,0.0
E2020,P009849,TEL,123,165,123.0,165.0,288,288.0,0.0
E2021,P009849,OLY,180,195,180.0,195.0,375,375.0,0.0
E2022,P009849,ULK,45,52,45.0,52.0,97,97.0,0.0
E2023,P009849,ULK,117,130,117.0,130.0,247,247.0,0.0
E2024,P009849,OLY,23,41,23.0,41.0,64,64.0,0.0
E2025,P009849,OLY,225,277,225.0,277.0,502,502.0,0.0
E2023,P012044,RED,92,92,92.0,92.0,184,184.0,0.0
E2024,P012044,RED,97,87,97.0,87.0,184,184.0,0.0
E2025,P012044,RED,28,53,28.0,53.0,81,81.0,0.0
E2024,P007483,PRS,4,0,4.0,0.0,4,4.0,0.0
E2008,PJJU,ROM,13,14,13.0,14.0,27,27.0,0.0
E2017,P008152,IST,50,36,50.0,36.0,86,86.0,0.0
E2018,P008152,DAR,139,112,139.0,112.0,251,251.0,0.0
E2009,P000262,MAL,31,13,31.0,13.0,44,44.0,0.0
E2013,P000262,LIE,23,3,23.0,3.0,26,26.0,0.0
E2013,P002015,NIK,21,15,21.0,15.0,36,36.0,0.0
E2025,P014123,TEL,72,55,72.0,55.0,127,127.0,0.0
E2023,P012742,PAR,168,85,168.0,85.0,253,253.0,0.0
E2024,P012742,IST,69,37,69.0,37.0,106,106.0,0.0
E2025,P012742,IST,157,95,157.0,95.0,252,252.0,0.0
E2013,PJQI,IST,20,27,20.0,27.0,47,47.0,0.0
E2013,P000535,GSS,102,1,102.0,1.0,103,103.0,0.0
E2007,PTHB,LJU,68,33,68.0,33.0,101,101.0,0.0
E2011,PTHB,BAS,3,2,3.0,2.0,5,5.0,0.0
E2012,P003514,MAL,62,31,62.0,31.0,93,93.0,0.0
E2013,P003514,MAL,122,79,122.0,79.0,201,201.0,0.0
E2015,P003514,KHI,80,65,80.0,65.0,145,145.0,0.0
E2016,P003514,MIL,83,54,83.0,54.0,137,137.0,0.0
E2017,P003514,IST,63,56,63.0,56.0,119,119.0,0.0
E2019,P003514,BAS,16,14,16.0,14.0,30,30.0,0.0
E2020,P003514,BAS,133,88,133.0,88.0,221,221.0,0.0
E2021,P003514,ZAL,25,16,25.0,16.0,41,41.0,0.0
E2012,P002946,MAD,34,28,34.0,28.0,62,62.0,0.0
E2013,P002946,MAD,18,21,18.0,21.0,39,39.0,0.0
E2014,P002946,IST,73,86,73.0,86.0,159,159.0,0.0
E2015,P002946,TIV,71,102,71.0,102.0,173,173.0,0.0
E2016,P002946,MAD,28,42,28.0,42.0,70,70.0,0.0
E2007,PDIK,ROM,0,1,0.0,1.0,1,1.0,0.0
E2008,1234,NIO,0,0,0.0,0.0,0,0.0,0.0
E2008,P001302,NIO,0,0,0.0,0.0,0,0.0,0.0
E2023,P011375,PAR,0,0,0.0,0.0,0,0.0,0.0
E2008,PATF,BER,0,0,0.0,0.0,0,0.0,0.0
E2008,PKNI,IST,7,4,7.0,4.0,11,11.0,0.0
E2008,P001164,LEM,0,0,0.0,0.0,0,0.0,0.0
E2013,PAZH,NIK,9,11,9.0,11.0,20,20.0,0.0
E2014,P002742,PAM,60,28,60.0,28.0,88,88.0,0.0
E2017,P002742,PAM,127,62,127.0,62.0,189,189.0,0.0
E2019,P002742,PAM,169,86,169.0,86.0,255,255.0,0.0
E2020,P002742,PAM,145,78,145.0,78.0,223,223.0,0.0
E2022,P002742,PAM,110,116,110.0,116.0,226,226.0,0.0
E2010,P000316,IST,13,0,13.0,0.0,13,13.0,0.0
E2013,P000316,GAL,51,0,51.0,0.0,51,51.0,0.0
E2012,P001650,KHI,0,0,0.0,0.0,0,0.0,0.0
E2012,P004167,LIE,13,11,13.0,11.0,24,24.0,0.0
E2013,P003048,OLY,177,2,177.0,2.0,179,179.0,0.0
E2014,P003048,OLY,137,1,137.0,1.0,138,138.0,0.0
E2015,P003048,IST,111,0,111.0,0.0,111,111.0,0.0
E2016,P003048,IST,253,1,253.0,1.0,254,254.0,0.0
E2017,P003048,IST,177,6,177.0,6.0,183,183.0,0.0
E2018,P003048,IST,179,6,179.0,6.0,185,185.0,0.0
E2019,P003048,IST,51,3,51.0,3.0,54,54.0,0.0
E2020,P003048,IST,189,2,189.0,2.0,191,191.0,0.0
E2021,P003048,IST,132,8,132.0,8.0,140,140.0,0.0
E2022,P003048,IST,72,5,72.0,5.0,77,77.0,0.0
E2023,P003048,VIR,108,6,108.0,6.0,114,114.0,0.0
E2024,P003048,ZAL,93,2,93.0,2.0,95,95.0,0.0
E2025,P003048,MIL,25,1,25.0,1.0,26,26.0,0.0
E2010,P001398,CHO,5,2,5.0,2.0,7,7.0,0.0
E2013,P001398,STR,59,0,59.0,0.0,59,59.0,0.0
E2015,P001398,STR,21,1,21.0,1.0,22,22.0,0.0
E2024,P012199,MAD,1,0,1.0,0.0,1,1.0,0.0
E2015,P006399,IST,14,0,14.0,0.0,14,14.0,0.0
E2016,P006399,ULK,16,0,16.0,0.0,16,16.0,0.0
E2017,P006399,ULK,55,0,55.0,0.0,55,55.0,0.0
E2018,P006399,ULK,66,0,66.0,0.0,66,66.0,0.0
E2019,P006399,ULK,35,0,35.0,0.0,35,35.0,0.0
E2020,P006399,ULK,67,0,67.0,0.0,67,67.0,0.0
E2021,P006399,ULK,34,1,34.0,1.0,35,35.0,0.0
E2007,PCLQ,SOP,54,12,54.0,12.0,66,66.0,0.0
E2008,PCLQ,SOP,60,16,60.0,16.0,76,76.0,0.0
E2014,PCLQ,ZGO,15,26,15.0,26.0,41,41.0,0.0
E2014,P005803,SAS,57,45,57.0,45.0,102,102.0,0.0
E2025,P006020,TEL,0,0,0.0,0.0,0,0.0,0.0
E2025,P006725,ASV,48,47,48.0,47.0,95,95.0,0.0
E2020,P010569,ULK,38,98,38.0,98.0,136,136.0,0.0
E2017,P008042,BAM,0,0,0.0,0.0,0,0.0,0.0
E2022,P011987,ULK,130,114,130.0,114.0,244,244.0,0.0
E2023,P011987,MUN,169,187,169.0,187.0,356,356.0,0.0
E2024,P011987,MUN,280,281,280.0,281.0,561,561.0,0.0
E2025,P011987,VIR,289,282,289.0,282.0,571,571.0,0.0
E2025,P014416,HTA,17,15,17.0,15.0,32,32.0,0.0
E2022,P010807,IST,0,0,0.0,0.0,0,0.0,0.0
E2023,P012730,ASV,42,0,42.0,0.0,42,42.0,0.0
E2007,PLOC,LIE,125,47,125.0,47.0,172,172.0,0.0
E2009,PLOC,TEL,113,73,113.0,73.0,186,186.0,0.0
E2010,PLOC,TEL,119,56,119.0,56.0,175,175.0,0.0
E2011,PLOC,BAR,69,52,69.0,52.0,121,121.0,0.0
E2024,P008174,ULK,0,0,0.0,0.0,0,0.0,0.0
E2010,P000317,LIE,75,61,75.0,61.0,136,136.0,0.0
E2010,P003064,SOP,8,3,8.0,3.0,11,11.0,0.0
E2014,P004857,MIL,11,0,11.0,0.0,11,11.0,0.0
E2007,PLGD,TEL,51,0,51.0,0.0,51,51.0,0.0
E2008,PLGD,TEL,149,2,149.0,2.0,151,151.0,0.0
E2009,PLGD,BAS,95,0,95.0,0.0,95,95.0,0.0
E2010,PLGD,TEL,173,5,173.0,5.0,178,178.0,0.0
E2011,PLGD,TEL,137,1,137.0,1.0,138,138.0,0.0
E2012,PLGD,TEL,147,2,147.0,2.0,149,149.0,0.0
E2025,P014157,DUB,21,13,21.0,13.0,34,34.0,0.0
E2019,P009580,OLY,30,0,30.0,0.0,30,30.0,0.0
E2020,P009580,OLY,106,0,106.0,0.0,106,106.0,0.0
E2025,P012593,MIL,157,61,157.0,61.0,218,218.0,0.0
E2009,P000416,BAS,59,92,59.0,92.0,151,151.0,0.0
E2013,P005158,SIE,20,14,20.0,14.0,34,34.0,0.0
E2017,P008066,RED,56,45,56.0,45.0,101,101.0,0.0
E2018,P008858,ULK,8,1,8.0,1.0,9,9.0,0.0
E2025,P008858,HTA,11,18,11.0,18.0,29,29.0,0.0
E2021,P011239,BAS,198,24,198.0,24.0,222,222.0,0.0
E2022,P011239,BAS,75,9,75.0,9.0,84,84.0,0.0
E2007,PJSR,BAM,48,1,48.0,1.0,49,49.0,0.0
E2008,PDHF,OLY,38,22,38.0,22.0,60,60.0,0.0
E2010,PDHF,OLY,38,37,38.0,37.0,75,75.0,0.0
E2012,PDHF,CSK,22,48,22.0,48.0,70,70.0,0.0
E2013,PDHF,GAL,114,111,114.0,111.0,225,225.0,0.0
E2014,PDHF,GAL,116,129,116.0,129.0,245,245.0,0.0
E2007,PJYB,ULK,74,0,74.0,0.0,74,74.0,0.0
E2008,PJYB,ULK,58,1,58.0,1.0,59,59.0,0.0
E2009,PJYB,ULK,42,0,42.0,0.0,42,42.0,0.0
E2012,PJYB,IST,178,0,178.0,0.0,178,178.0,0.0
E2013,PJYB,IST,97,0,97.0,0.0,97,97.0,0.0
E2014,PJYB,ULK,62,0,62.0,0.0,62,62.0,0.0
E2015,PJYB,DAR,143,0,143.0,0.0,143,143.0,0.0
E2016,PJYB,DAR,32,1,32.0,1.0,33,33.0,0.0
E2007,PBDQ,IST,12,32,12.0,32.0,44,44.0,0.0
E2018,P007360,DAR,239,0,239.0,0.0,239,239.0,0.0
E2019,P007360,BAS,125,0,125.0,0.0,125,125.0,0.0
E2020,P007360,CSK,51,0,51.0,0.0,51,51.0,0.0
E2015,P003151,BAR,2,2,2.0,2.0,4,4.0,0.0
E2016,P003151,BAR,16,34,16.0,34.0,50,50.0,0.0
E2018,P003151,CAN,90,147,90.0,147.0,237,237.0,0.0
E2019,P003151,BER,60,118,60.0,118.0,178,178.0,0.0
E2020,P003151,BER,56,131,56.0,131.0,187,187.0,0.0
E2021,P003151,BER,31,79,31.0,79.0,110,110.0,0.0
E2012,PJIR,ULK,32,16,32.0,16.0,48,48.0,0.0
E2013,PJIR,ULK,0,1,0.0,1.0,1,1.0,0.0
E2010,P000932,ULK,1,0,1.0,0.0,1,1.0,0.0
E2008,PAIQ,BAS,4,0,4.0,0.0,4,4.0,0.0
E2014,P005937,LMG,0,0,0.0,0.0,0,0.0,0.0
E2018,P008946,CAN,63,33,63.0,33.0,96,96.0,0.0
E2018,P007432,DAR,129,58,129.0,58.0,187,187.0,0.0
E2019,P007432,KHI,107,16,107.0,16.0,123,123.0,0.0
E2020,P007432,MIL,18,4,18.0,4.0,22,22.0,0.0
E2021,P007432,PAN,96,20,96.0,20.0,116,116.0,0.0
E2021,P011218,TEL,132,85,132.0,85.0,217,217.0,0.0
E2022,P011218,ZAL,76,96,76.0,96.0,172,172.0,0.0
E2023,P011218,ZAL,200,191,200.0,191.0,391,391.0,0.0
E2024,P011218,OLY,0,0,0.0,0.0,0,0.0,0.0
E2025,P011218,OLY,0,0,0.0,0.0,0,0.0,0.0
E2022,P010677,PAM,27,35,27.0,35.0,62,62.0,0.0
E2020,P010654,KHI,2,2,2.0,2.0,4,4.0,0.0
E2012,P000354,CHL,17,47,17.0,47.0,64,64.0,0.0
E2008,P000378,SOP,95,84,95.0,84.0,179,179.0,0.0
E2009,P000378,SOP,90,84,90.0,84.0,174,174.0,0.0
E2010,P000378,SOP,82,35,82.0,35.0,117,117.0,0.0
E2012,P000378,BES,51,36,51.0,36.0,87,87.0,0.0
E2021,P011302,BAR,75,22,75.0,22.0,97,97.0,0.0
E2022,P011302,PAR,189,107,189.0,107.0,296,296.0,0.0
E2008,P001176,JOV,4,0,4.0,0.0,4,4.0,0.0
E2013,P001176,GSS,80,5,80.0,5.0,85,85.0,0.0
E2015,P001176,SAS,67,19,67.0,19.0,86,86.0,0.0
E2007,PCQO,SIE,116,3,116.0,3.0,119,119.0,0.0
E2008,PCQO,SIE,93,0,93.0,0.0,93,93.0,0.0
E2009,PCQO,SIE,82,0,82.0,0.0,82,82.0,0.0
E2010,PCQO,KHI,69,0,69.0,0.0,69,69.0,0.0
E2012,PCQO,SIE,81,1,81.0,1.0,82,82.0,0.0
E2010,P001949,CHO,48,0,48.0,0.0,48,48.0,0.0
E2012,P001949,BES,43,0,43.0,0.0,43,43.0,0.0
E2020,P008811,ASV,147,0,147.0,0.0,147,147.0,0.0
E2021,P008811,OLY,175,0,175.0,0.0,175,175.0,0.0
E2022,P008811,OLY,169,0,169.0,0.0,169,169.0,0.0
E2023,P008811,OLY,142,0,142.0,0.0,142,142.0,0.0
E2024,P008811,OLY,118,0,118.0,0.0,118,118.0,0.0
E2025,P008811,OLY,0,0,0.0,0.0,0,0.0,0.0
E2019,P006568,BAS,109,0,109.0,0.0,109,109.0,0.0
E2020,P006568,BAS,137,0,137.0,0.0,137,137.0,0.0
E2021,P006568,ASV,95,0,95.0,0.0,95,95.0,0.0
E2022,P006568,ASV,181,0,181.0,0.0,181,181.0,0.0
E2023,P006568,ASV,186,0,186.0,0.0,186,186.0,0.0
E2024,P006568,BAR,77,0,77.0,0.0,77,77.0,0.0
E2025,P006568,BAR,32,0,32.0,0.0,32,32.0,0.0
E2007,PAPF,TEL,0,0,0.0,0.0,0,0.0,0.0
E2021,P011284,CSK,15,1,15.0,1.0,16,16.0,0.0
E2025,P011284,PAN,134,1,134.0,1.0,135,135.0,0.0
E2011,P003423,TEL,57,17,57.0,17.0,74,74.0,0.0
E2012,P003423,IST,197,121,197.0,121.0,318,318.0,0.0
E2015,P003423,TEL,26,36,26.0,36.0,62,62.0,0.0
E2008,PKVD,BER,0,0,0.0,0.0,0,0.0,0.0
E2015,P006628,LMG,0,0,0.0,0.0,0,0.0,0.0
E2008,P001215,MAL,15,4,15.0,4.0,19,19.0,0.0
E2015,P001215,TEL,7,0,7.0,0.0,7,7.0,0.0
E2016,P001215,BAR,38,7,38.0,7.0,45,45.0,0.0
E2021,P010428,MCO,21,2,21.0,2.0,23,23.0,0.0
E2025,P012403,PRS,115,0,115.0,0.0,115,115.0,0.0
E2019,P008800,RED,19,27,19.0,27.0,46,46.0,0.0
E2023,P012766,BAS,0,0,0.0,0.0,0,0.0,0.0
E2015,P005918,PAN,85,118,85.0,118.0,203,203.0,0.0
E2016,P005918,PAN,91,111,91.0,111.0,202,202.0,0.0
E2017,P005918,RED,175,119,175.0,119.0,294,294.0,0.0
E2024,P011247,MAD,90,48,90.0,48.0,138,138.0,0.0
E2025,P011247,MAD,129,85,129.0,85.0,214,214.0,0.0
E2008,PAGW,BER,5,0,5.0,0.0,5,5.0,0.0
E2025,P013422,IST,0,0,0.0,0.0,0,0.0,0.0
E2007,PLPI,BAM,55,63,55.0,63.0,118,118.0,0.0
E2007,PTGX,BAS,3,4,3.0,4.0,7,7.0,0.0
E2010,PLIO,PAM,5,5,5.0,5.0,10,10.0,0.0
E2011,PBMT,MAD,31,47,31.0,47.0,78,78.0,0.0
E2012,PBMT,MAD,121,154,121.0,154.0,275,275.0,0.0
E2013,PBMT,MAD,140,170,140.0,170.0,310,310.0,0.0
E2014,PBMT,MAD,105,138,105.0,138.0,243,243.0,0.0
E2015,PBMT,MAD,38,56,38.0,56.0,94,94.0,0.0
E2016,PBMT,MAD,77,133,77.0,133.0,210,210.0,0.0
E2017,PBMT,MAD,49,124,49.0,124.0,173,173.0,0.0
E2018,PBMT,MAD,51,157,51.0,157.0,208,208.0,0.0
E2019,PBMT,MAD,33,125,33.0,125.0,158,158.0,0.0
E2020,PBMT,MAD,19,127,19.0,127.0,146,146.0,0.0
E2021,PBMT,MAD,32,165,32.0,165.0,197,197.0,0.0
E2022,PBMT,MAD,9,77,9.0,77.0,86,86.0,0.0
E2023,PBMT,MAD,4,63,4.0,63.0,67,67.0,0.0
E2024,P013667,MAD,37,1,37.0,1.0,38,38.0,0.0
E2025,P013667,MAD,15,0,15.0,0.0,15,15.0,0.0
E2025,P013667,PAR,161,2,161.0,2.0,163,163.0,0.0
E2019,P009101,PAM,2,0,2.0,0.0,2,2.0,0.0
E2020,P009101,PAM,0,1,0.0,1.0,1,1.0,0.0
E2022,P009101,PAM,1,12,1.0,12.0,13,13.0,0.0
E2023,P009101,PAM,0,10,0.0,10.0,10,10.0,0.0
E2017,P007636,PAM,0,0,0.0,0.0,0,0.0,0.0
E2025,P014219,VIR,9,11,9.0,11.0,20,20.0,0.0
E2021,P011281,PAN,6,8,6.0,8.0,14,14.0,0.0
E2015,P006527,TIV,39,0,39.0,0.0,39,39.0,0.0
E2007,PCTI,BAM,9,0,9.0,0.0,9,9.0,0.0
E2010,P002861,CIB,0,0,0.0,0.0,0,0.0,0.0
E2008,P001230,MIL,3,1,3.0,1.0,4,4.0,0.0
E2009,P001230,MIL,0,0,0.0,0.0,0,0.0,0.0
E2011,P001230,MIL,4,4,4.0,4.0,8,8.0,0.0
E2008,P001202,SIE,26,27,26.0,27.0,53,53.0,0.0
E2009,P001202,MIL,58,39,58.0,39.0,97,97.0,0.0
E2010,P001202,MIL,44,30,44.0,30.0,74,74.0,0.0
E2008,PKZY,TEL,106,0,106.0,0.0,106,106.0,0.0
E2009,PKZY,TEL,105,1,105.0,1.0,106,106.0,0.0
E2010,PKZY,MAD,102,0,102.0,0.0,102,102.0,0.0
E2011,PKZY,BIL,91,4,91.0,4.0,95,95.0,0.0
E2013,PKZY,BAM,24,0,24.0,0.0,24,24.0,0.0
E2014,PKZY,UNK,72,0,72.0,0.0,72,72.0,0.0
E2025,P013579,MUN,0,0,0.0,0.0,0,0.0,0.0
E2018,P007852,CAN,30,0,30.0,0.0,30,30.0,0.0
E2010,PLBZ,MAD,1,1,1.0,1.0,2,2.0,0.0
E2011,PLBZ,BIL,13,11,13.0,11.0,24,24.0,0.0
E2010,PKHU,MAL,14,14,14.0,14.0,28,28.0,0.0
E2011,PKHU,MAL,89,49,89.0,49.0,138,138.0,0.0
E2016,P007595,GAL,27,38,27.0,38.0,65,65.0,0.0
E2007,PTFS,TEL,105,12,105.0,12.0,117,117.0,0.0
E2008,PTFS,TEL,7,1,7.0,1.0,8,8.0,0.0
E2019,P005670,MUN,31,14,31.0,14.0,45,45.0,0.0
E2020,P005670,MUN,19,8,19.0,8.0,27,27.0,0.0
E2023,P005670,MIL,70,42,70.0,42.0,112,112.0,0.0
E2024,P005670,MIL,15,12,15.0,12.0,27,27.0,0.0
E2025,P005670,MIL,3,4,3.0,4.0,7,7.0,0.0
E2021,P010467,PAN,21,0,21.0,0.0,21,21.0,0.0
E2021,P010467,ULK,30,0,30.0,0.0,30,30.0,0.0
E2009,P001258,ASV,11,0,11.0,0.0,11,11.0,0.0
E2015,P001258,STR,18,0,18.0,0.0,18,18.0,0.0
E2009,PAJC,ASV,12,18,12.0,18.0,30,30.0,0.0
E2024,P013406,MCO,0,0,0.0,0.0,0,0.0,0.0
E2017,P006084,BAR,0,0,0.0,0.0,0,0.0,0.0
E2016,P004499,MIL,13,17,13.0,17.0,30,30.0,0.0
E2017,P004499,MIL,0,0,0.0,0.0,0,0.0,0.0
E2018,P004499,MIL,0,2,0.0,2.0,2,2.0,0.0
E2020,P004499,BER,145,103,145.0,103.0,248,248.0,0.0
E2021,P004499,BAS,161,122,161.0,122.0,283,283.0,0.0
E2012,P004246,ZAL,43,0,43.0,0.0,43,43.0,0.0
E2012,PLLX,BAM,110,51,110.0,51.0,161,161.0,0.0
E2013,PLLX,BAM,41,17,41.0,17.0,58,58.0,0.0
E2011,P003672,ZAG,7,3,7.0,3.0,10,10.0,0.0
E2014,P005980,SAS,3,6,3.0,6.0,9,9.0,0.0
E2015,P005980,SAS,4,5,4.0,5.0,9,9.0,0.0
E2024,P013367,BAS,209,58,209.0,58.0,267,267.0,0.0
E2025,P013367,BAS,139,57,139.0,57.0,196,196.0,0.0
E2014,PLMN,TEL,0,1,0.0,1.0,1,1.0,0.0
E2009,P001907,OLD,58,53,58.0,53.0,111,111.0,0.0
E2012,P001907,BER,53,43,53.0,43.0,96,96.0,0.0
E2013,P001907,NTR,23,27,23.0,27.0,50,50.0,0.0
E2020,P010386,PAN,66,36,66.0,36.0,102,102.0,0.0
E2008,PBEZ,PAN,45,67,45.0,67.0,112,112.0,0.0
E2009,PBEZ,PAN,37,32,37.0,32.0,69,69.0,0.0
E2010,PBEZ,PAN,46,71,46.0,71.0,117,117.0,0.0
E2011,PBEZ,MIL,48,58,48.0,58.0,106,106.0,0.0
E2012,PBEZ,MIL,22,41,22.0,41.0,63,63.0,0.0
E2013,PBEZ,PAN,32,106,32.0,106.0,138,138.0,0.0
E2014,PBEZ,PAN,41,85,41.0,85.0,126,126.0,0.0
E2015,PBEZ,PAN,32,67,32.0,67.0,99,99.0,0.0
E2016,PBEZ,PAN,15,31,15.0,31.0,46,46.0,0.0
E2024,P013380,OLY,211,254,211.0,254.0,465,465.0,0.0
E2025,P013380,OLY,139,236,139.0,236.0,375,375.0,0.0
E2008,000595,JOV,2,0,2.0,0.0,2,2.0,0.0
E2023,P007975,MUN,123,164,123.0,164.0,287,287.0,0.0
E2024,P007975,ZAL,146,219,146.0,219.0,365,365.0,0.0
E2025,P007975,ZAL,187,293,187.0,293.0,480,480.0,0.0
E2013,P005265,STR,0,0,0.0,0.0,0,0.0,0.0
E2021,P011223,DYR,49,48,49.0,48.0,97,97.0,0.0
E2011,P003390,SOP,4,12,4.0,12.0,16,16.0,0.0
E2019,P009842,PAN,122,108,122.0,108.0,230,230.0,0.0
E2009,PLOO,MAL,107,19,107.0,19.0,126,126.0,0.0
E2010,PLOO,MAL,125,11,125.0,11.0,136,136.0,0.0
E2011,PLOO,MAL,131,16,131.0,16.0,147,147.0,0.0
E2015,PLOO,CSK,59,0,59.0,0.0,59,59.0,0.0
E2016,PLOO,CSK,17,0,17.0,0.0,17,17.0,0.0
E2020,P010389,ASV,53,64,53.0,64.0,117,117.0,0.0
E2014,P004808,BER,7,0,7.0,0.0,7,7.0,0.0
E2009,PLLH,KHI,28,52,28.0,52.0,80,80.0,0.0
E2010,PLLH,KHI,32,32,32.0,32.0,64,64.0,0.0
E2012,PLLH,KHI,130,88,130.0,88.0,218,218.0,0.0
E2013,PLLH,CSK,56,94,56.0,94.0,150,150.0,0.0
E2014,PLLH,CSK,68,71,68.0,71.0,139,139.0,0.0
E2015,PLLH,CSK,48,70,48.0,70.0,118,118.0,0.0
E2016,PLLH,CSK,77,60,77.0,60.0,137,137.0,0.0
E2017,PLLH,CSK,44,34,44.0,34.0,78,78.0,0.0
E2020,PLLH,DYR,15,16,15.0,16.0,31,31.0,0.0
E2025,P014026,BAS,48,66,48.0,66.0,114,114.0,0.0
E2010,P002838,MAD,0,0,0.0,0.0,0,0.0,0.0
E2007,PADP,ROM,97,8,97.0,8.0,105,105.0,0.0
E2012,P001562,BER,0,0,0.0,0.0,0,0.0,0.0
E2013,P005432,MIL,0,0,0.0,0.0,0,0.0,0.0
E2007,PJKN,ROM,43,64,43.0,64.0,107,107.0,0.0
E2008,PJKN,ROM,20,42,20.0,42.0,62,62.0,0.0
E2007,PBIM,MAL,33,57,33.0,57.0,90,90.0,0.0
E2008,PBIM,MAL,11,15,11.0,15.0,26,26.0,0.0
E2014,PBIM,MAL,8,8,8.0,8.0,16,16.0,0.0
E2015,PBIM,MAL,5,1,5.0,1.0,6,6.0,0.0
E2015,P005881,KSK,37,43,37.0,43.0,80,80.0,0.0
E2016,P005881,PAN,44,49,44.0,49.0,93,93.0,0.0
E2017,P005881,PAN,28,66,28.0,66.0,94,94.0,0.0
E2024,P013383,TEL,43,4,43.0,4.0,47,47.0,0.0
E2024,P013383,PAN,88,1,88.0,1.0,89,89.0,0.0
E2025,P013383,MUN,166,11,166.0,11.0,177,177.0,0.0
E2007,PTES,MIL,15,4,15.0,4.0,19,19.0,0.0
