season_code,player_id,team_id,two_points_attempted,three_points_attempted,two_point_event_count,three_point_event_count,field_goal_attempts_season,field_goal_attempts_event,field_goal_attempts_diff
E2021,P002969,ULK,32,64,32.0,64.0,96,96.0,0.0
E2022,P002969,ULK,13,67,13.0,67.0,80,80.0,0.0
E2023,P002969,ULK,3,12,3.0,12.0,15,15.0,0.0
E2024,P002969,ULK,2,10,2.0,10.0,12,12.0,0.0
E2025,P002969,ULK,4,13,4.0,13.0,17,17.0,0.0
E2013,PBUL,BAS,24,55,24.0,55.0,79,79.0,0.0
E2009,PCIU,OLD,30,25,30.0,25.0,55,55.0,0.0
E2017,P006357,CSK,0,0,0.0,0.0,0,0.0,0.0
E2022,P011935,MCO,28,5,28.0,5.0,33,33.0,0.0
E2025,P011935,MCO,13,1,13.0,1.0,14,14.0,0.0
E2024,P012609,PRS,103,104,103.0,104.0,207,207.0,0.0
E2025,P012609,HTA,120,84,120.0,84.0,204,204.0,0.0
E2019,P007027,ASV,76,49,76.0,49.0,125,125.0,0.0
E2024,P007027,ASV,179,160,179.0,160.0,339,339.0,0.0
E2025,P007027,MAD,151,75,151.0,75.0,226,226.0,0.0
E2008,PCMF,JOV,16,59,16.0,59.0,75,75.0,0.0
E2010,PCMF,CHA,39,56,39.0,56.0,95,95.0,0.0
E2011,PCMF,CHA,80,64,80.0,64.0,144,144.0,0.0
E2011,PCMF,TEL,14,23,14.0,23.0,37,37.0,0.0
E2017,P004185,BAS,14,8,14.0,8.0,22,22.0,0.0
E2009,PANH,MIL,48,19,48.0,19.0,67,67.0,0.0
E2010,PANH,MIL,56,33,56.0,33.0,89,89.0,0.0
E2011,PANH,MIL,62,23,62.0,23.0,85,85.0,0.0
E2023,P012715,ZAL,56,118,56.0,118.0,174,174.0,0.0
E2024,P012715,ZAL,16,56,16.0,56.0,72,72.0,0.0
E2022,P011064,VIR,40,55,40.0,55.0,95,95.0,0.0
E2023,P011064,BAS,24,20,24.0,20.0,44,44.0,0.0
E2024,P011064,MIL,89,88,89.0,88.0,177,177.0,0.0
E2025,P011064,MIL,48,44,48.0,44.0,92,92.0,0.0
E2011,P003537,OLY,10,22,10.0,22.0,32,32.0,0.0
E2012,P003537,OLY,11,32,11.0,32.0,43,43.0,0.0
E2013,P003537,OLY,34,77,34.0,77.0,111,111.0,0.0
E2014,P003537,OLY,35,84,35.0,84.0,119,119.0,0.0
E2015,P003537,OLY,45,76,45.0,76.0,121,121.0,0.0
E2016,P003537,OLY,56,151,56.0,151.0,207,207.0,0.0
E2017,P003537,OLY,30,91,30.0,91.0,121,121.0,0.0
E2018,P003537,OLY,10,38,10.0,38.0,48,48.0,0.0
E2021,P008084,PAN,8,19,8.0,19.0,27,27.0,0.0
E2022,P008084,PAN,19,31,19.0,31.0,50,50.0,0.0
E2023,P008084,PAN,4,12,4.0,12.0,16,16.0,0.0
E2016,P002871,OLY,0,0,0.0,0.0,0,0.0,0.0
E2010,P002299,ROM,0,0,0.0,0.0,0,0.0,0.0
E2007,PAHW,BAR,60,4,60.0,4.0,64,64.0,0.0
E2009,PAHW,SIE,14,1,14.0,1.0,15,15.0,0.0
E2011,PAHW,CTU,76,0,76.0,0.0,76,76.0,0.0
E2015,PAHW,SAS,2,1,2.0,1.0,3,3.0,0.0
E2025,P009948,BAR,21,50,21.0,50.0,71,71.0,0.0
E2007,P000088,MIL,0,0,0.0,0.0,0,0.0,0.0
E2007,P000089,MIL,0,0,0.0,0.0,0,0.0,0.0
E2009,P001922,PAR,138,2,138.0,2.0,140,140.0,0.0
E2010,P001922,PAN,18,0,18.0,0.0,18,18.0,0.0
E2011,P001922,PAN,49,0,49.0,0.0,49,49.0,0.0
E2013,P001922,TIV,83,0,83.0,0.0,83,83.0,0.0
E2014,P001922,GAL,13,0,13.0,0.0,13,13.0,0.0
E2014,P001922,TEL,14,0,14.0,0.0,14,14.0,0.0
E2023,P010754,PAM,0,0,0.0,0.0,0,0.0,0.0
E2022,P011974,PAM,0,0,0.0,0.0,0,0.0,0.0
E2019,P004761,PAM,65,70,65.0,70.0,135,135.0,0.0
E2020,P004761,PAM,29,58,29.0,58.0,87,87.0,0.0
E2021,P004761,BAS,23,70,23.0,70.0,93,93.0,0.0
E2022,P004761,BAS,87,154,87.0,154.0,241,241.0,0.0
E2023,P004761,BAS,112,203,112.0,203.0,315,315.0,0.0
E2024,P004761,PAR,47,74,47.0,74.0,121,121.0,0.0
E2025,P004761,PAR,32,69,32.0,69.0,101,101.0,0.0
E2014,P003993,MUN,0,0,0.0,0.0,0,0.0,0.0
E2010,PLMG,CSK,24,0,24.0,0.0,24,24.0,0.0
E2010,PLMG,ZAL,17,0,17.0,0.0,17,17.0,0.0
E2013,PLMG,RED,73,0,73.0,0.0,73,73.0,0.0
E2014,PLMG,RED,239,0,239.0,0.0,239,239.0,0.0
E2024,PLMG,ULK,22,1,22.0,1.0,23,23.0,0.0
E2011,PBED,CTU,79,52,79.0,52.0,131,131.0,0.0
E2012,PBED,CTU,68,41,68.0,41.0,109,109.0,0.0
E2013,PBED,GAL,25,41,25.0,41.0,66,66.0,0.0
E2014,PBED,CSK,21,25,21.0,25.0,46,46.0,0.0
E2015,PBED,DAR,62,70,62.0,70.0,132,132.0,0.0
E2007,PBCC,ZAL,13,10,13.0,10.0,23,23.0,0.0
E2010,PBCC,LJU,63,51,63.0,51.0,114,114.0,0.0
E2011,PBCC,LJU,13,14,13.0,14.0,27,27.0,0.0
E2012,PBCC,BES,98,69,98.0,69.0,167,167.0,0.0
E2013,PBCC,BAM,16,14,16.0,14.0,30,30.0,0.0
E2014,PLME,MAL,39,43,39.0,43.0,82,82.0,0.0
E2015,PLME,MAL,11,24,11.0,24.0,35,35.0,0.0
E2017,PLME,KHI,70,94,70.0,94.0,164,164.0,0.0
E2018,PLME,KHI,48,83,48.0,83.0,131,131.0,0.0
E2021,PLME,RED,13,37,13.0,37.0,50,50.0,0.0
E2022,PLME,RED,16,46,16.0,46.0,62,62.0,0.0
E2010,PBHR,CHO,54,1,54.0,1.0,55,55.0,0.0
E2008,P000670,CIB,44,39,44.0,39.0,83,83.0,0.0
E2009,P000670,ASV,41,16,41.0,16.0,57,57.0,0.0
E2012,P003715,MAD,0,0,0.0,0.0,0,0.0,0.0
E2013,P003715,MAD,0,0,0.0,0.0,0,0.0,0.0
E2013,P003395,BAS,0,0,0.0,0.0,0,0.0,0.0
E2014,P003395,BAS,0,0,0.0,0.0,0,0.0,0.0
E2017,P007995,BAS,1,2,1.0,2.0,3,3.0,0.0
E2010,P001351,PAM,83,94,83.0,94.0,177,177.0,0.0
E2014,P001351,PAM,11,22,11.0,22.0,33,33.0,0.0
E2017,P001351,PAM,47,77,47.0,77.0,124,124.0,0.0
E2019,P006768,BAR,0,0,0.0,0.0,0,0.0,0.0
E2020,P006768,BAR,33,14,33.0,14.0,47,47.0,0.0
E2021,P006768,BAR,29,21,29.0,21.0,50,50.0,0.0
E2022,P006768,BAR,5,2,5.0,2.0,7,7.0,0.0
E2020,P009540,OLY,132,0,132.0,0.0,132,132.0,0.0
E2021,P009540,OLY,104,0,104.0,0.0,104,104.0,0.0
E2022,P009540,RED,79,0,79.0,0.0,79,79.0,0.0
E2022,P011967,TEL,109,119,109.0,119.0,228,228.0,0.0
E2023,P012713,VIR,4,0,4.0,0.0,4,4.0,0.0
E2017,P008015,TEL,9,4,9.0,4.0,13,13.0,0.0
E2011,P003474,ZAG,2,23,2.0,23.0,25,25.0,0.0
E2017,P006183,ZAL,6,1,6.0,1.0,7,7.0,0.0
E2007,PACX,SOP,23,11,23.0,11.0,34,34.0,0.0
E2008,PACX,ZAL,1,1,1.0,1.0,2,2.0,0.0
E2019,P009600,BER,48,34,48.0,34.0,82,82.0,0.0
E2025,P012618,ASV,133,2,133.0,2.0,135,135.0,0.0
E2007,PLGV,ARI,222,30,222.0,30.0,252,252.0,0.0
E2008,PLGV,MAD,103,19,103.0,19.0,122,122.0,0.0
E2012,PLGV,BAM,20,15,20.0,15.0,35,35.0,0.0
E2022,P011936,ASV,187,100,187.0,100.0,287,287.0,0.0
E2008,P010414,LJU,1,3,1.0,3.0,4,4.0,0.0
E2019,P007025,BER,17,53,17.0,53.0,70,70.0,0.0
E2020,P007025,BER,21,64,21.0,64.0,85,85.0,0.0
E2021,P007025,BER,15,41,15.0,41.0,56,56.0,0.0
E2022,P007025,BER,9,29,9.0,29.0,38,38.0,0.0
E2023,P007025,BER,15,53,15.0,53.0,68,68.0,0.0
E2024,P007025,BER,19,74,19.0,74.0,93,93.0,0.0
E2009,PKRK,MAR,88,0,88.0,0.0,88,88.0,0.0
E2011,PKRK,BIL,56,0,56.0,0.0,56,56.0,0.0
E2012,PKRK,OLY,10,0,10.0,0.0,10,10.0,0.0
E2007,PJRC,OLY,34,1,34.0,1.0,35,35.0,0.0
E2009,PJRC,OLY,46,3,46.0,3.0,49,49.0,0.0
E2010,PJRC,OLY,116,6,116.0,6.0,122,122.0,0.0
E2013,PJRC,PAN,74,5,74.0,5.0,79,79.0,0.0
E2014,PJRC,PAN,113,15,113.0,15.0,128,128.0,0.0
E2023,P011433,TEL,0,5,0.0,5.0,5,5.0,0.0
E2024,P011433,TEL,8,10,8.0,10.0,18,18.0,0.0
E2021,P011264,UNK,44,51,44.0,51.0,95,95.0,0.0
E2014,P004511,MUN,0,0,0.0,0.0,0,0.0,0.0
E2015,P004511,MUN,1,0,1.0,0.0,1,1.0,0.0
E2010,P003069,ULK,29,3,29.0,3.0,32,32.0,0.0
E2011,P003069,ZAG,67,21,67.0,21.0,88,88.0,0.0
E2024,P013396,ULK,34,17,34.0,17.0,51,51.0,0.0
E2014,P004401,CED,8,1,8.0,1.0,9,9.0,0.0
E2015,P004401,CED,8,0,8.0,0.0,8,8.0,0.0
E2014,PJMF,KLA,34,24,34.0,24.0,58,58.0,0.0
E2011,PCQJ,CTU,26,52,26.0,52.0,78,78.0,0.0
E2012,PCQJ,CTU,8,21,8.0,21.0,29,29.0,0.0
E2015,P005061,TEL,49,0,49.0,0.0,49,49.0,0.0
E2017,P007993,MIL,68,66,68.0,66.0,134,134.0,0.0
E2022,P007993,IST,59,87,59.0,87.0,146,146.0,0.0
E2025,P007993,PRS,95,96,95.0,96.0,191,191.0,0.0
E2010,P001062,BAR,0,0,0.0,0.0,0,0.0,0.0
E2012,P001062,BAR,0,0,0.0,0.0,0,0.0,0.0
E2014,P005730,SAS,5,0,5.0,0.0,5,5.0,0.0
E2009,P002014,PAR,163,56,163.0,56.0,219,219.0,0.0
E2010,P002014,SIE,95,16,95.0,16.0,111,111.0,0.0
E2011,P002014,SIE,135,38,135.0,38.0,173,173.0,0.0
E2012,P002014,ULK,184,51,184.0,51.0,235,235.0,0.0
E2013,P002014,ULK,139,39,139.0,39.0,178,178.0,0.0
E2014,P002014,MUN,35,14,35.0,14.0,49,49.0,0.0
E2017,P008002,MAL,193,63,193.0,63.0,256,256.0,0.0
E2018,P008002,DAR,120,35,120.0,35.0,155,155.0,0.0
E2009,PDHI,KHI,96,74,96.0,74.0,170,170.0,0.0
E2011,PDHI,UNK,59,30,59.0,30.0,89,89.0,0.0
E2017,P005216,IST,210,130,210.0,130.0,340,340.0,0.0
E2020,P005216,KHI,159,93,159.0,93.0,252,252.0,0.0
E2024,P005216,ULK,72,71,72.0,71.0,143,143.0,0.0
E2024,P013386,MIL,8,0,8.0,0.0,8,8.0,0.0
E2024,P013386,BER,146,2,146.0,2.0,148,148.0,0.0
E2025,P013386,MUN,130,3,130.0,3.0,133,133.0,0.0
E2008,PAPC,SIE,7,11,7.0,11.0,18,18.0,0.0
E2007,PJTT,BAS,145,0,145.0,0.0,145,145.0,0.0
E2008,PJTT,BAS,119,14,119.0,14.0,133,133.0,0.0
E2017,P008062,BAM,0,1,0.0,1.0,1,1.0,0.0
E2024,P008062,BER,47,64,47.0,64.0,111,111.0,0.0
E2007,000117,BAM,0,0,0.0,0.0,0,0.0,0.0
E2008,PJNP,BER,104,39,104.0,39.0,143,143.0,0.0
E2007,P000672,VIR,23,38,23.0,38.0,61,61.0,0.0
E2012,P000672,ZAL,10,15,10.0,15.0,25,25.0,0.0
E2014,P000672,IST,10,8,10.0,8.0,18,18.0,0.0
E2023,P012800,MIL,25,20,25.0,20.0,45,45.0,0.0
E2007,PKWI,SIE,89,176,89.0,176.0,265,265.0,0.0
E2008,PKWI,SIE,83,124,83.0,124.0,207,207.0,0.0
E2009,PKWI,SIE,49,97,49.0,97.0,146,146.0,0.0
E2010,PKWI,MAL,22,47,22.0,47.0,69,69.0,0.0
E2019,P007853,OLY,23,11,23.0,11.0,34,34.0,0.0
E2020,P007853,OLY,161,114,161.0,114.0,275,275.0,0.0
E2021,P007853,OLY,105,79,105.0,79.0,184,184.0,0.0
E2022,P007853,OLY,138,119,138.0,119.0,257,257.0,0.0
E2023,P007853,OLY,87,81,87.0,81.0,168,168.0,0.0
E2024,P007853,OLY,102,109,102.0,109.0,211,211.0,0.0
E2025,P007853,OLY,47,39,47.0,39.0,86,86.0,0.0
E2014,P004418,BER,158,3,158.0,3.0,161,161.0,0.0
E2015,P004418,MIL,59,5,59.0,5.0,64,64.0,0.0
E2016,P004418,MIL,154,12,154.0,12.0,166,166.0,0.0
E2017,P004418,OLY,165,4,165.0,4.0,169,169.0,0.0
E2007,P000731,SIE,4,11,4.0,11.0,15,15.0,0.0
E2016,P006338,BAM,26,26,26.0,26.0,52,52.0,0.0
E2017,P007996,BAS,11,6,11.0,6.0,17,17.0,0.0
E2013,P002982,NTR,43,48,43.0,48.0,91,91.0,0.0
E2014,P002982,MIL,2,7,2.0,7.0,9,9.0,0.0
E2010,P001946,CHO,90,34,90.0,34.0,124,124.0,0.0
E2011,P001946,CSK,18,5,18.0,5.0,23,23.0,0.0
E2013,P005196,MAD,60,3,60.0,3.0,63,63.0,0.0
E2014,P005196,MAD,24,1,24.0,1.0,25,25.0,0.0
E2019,P005196,MAD,3,1,3.0,1.0,4,4.0,0.0
E2009,PKJP,TEL,0,0,0.0,0.0,0,0.0,0.0
E2014,PKJP,NOV,48,7,48.0,7.0,55,55.0,0.0
E2015,PKJP,RED,23,3,23.0,3.0,26,26.0,0.0
E2016,PKJP,TEL,73,25,73.0,25.0,98,98.0,0.0
E2010,P002849,MIL,21,11,21.0,11.0,32,32.0,0.0
E2011,P002849,MIL,23,9,23.0,9.0,32,32.0,0.0
E2012,P002849,MIL,20,24,20.0,24.0,44,44.0,0.0
E2013,P002849,MIL,67,48,67.0,48.0,115,115.0,0.0
E2014,P002849,MIL,55,60,55.0,60.0,115,115.0,0.0
E2015,P002849,BAM,101,53,101.0,53.0,154,154.0,0.0
E2016,P002849,BAM,172,83,172.0,83.0,255,255.0,0.0
E2017,P002849,ULK,140,79,140.0,79.0,219,219.0,0.0
E2018,P002849,ULK,118,96,118.0,96.0,214,214.0,0.0
E2021,P002849,MIL,149,48,149.0,48.0,197,197.0,0.0
E2022,P002849,MIL,126,69,126.0,69.0,195,195.0,0.0
E2023,P002849,MIL,125,75,125.0,75.0,200,200.0,0.0
E2024,P002849,ULK,63,83,63.0,83.0,146,146.0,0.0
E2025,P002849,ULK,94,107,94.0,107.0,201,201.0,0.0
E2022,P008296,VIR,0,0,0.0,0.0,0,0.0,0.0
E2023,P008296,VIR,0,0,0.0,0.0,0,0.0,0.0
E2022,P004233,TEL,10,17,10.0,17.0,27,27.0,0.0
E2023,P004233,TEL,21,26,21.0,26.0,47,47.0,0.0
E2024,P004233,TEL,8,22,8.0,22.0,30,30.0,0.0
E2008,P000186,JOV,29,0,29.0,0.0,29,29.0,0.0
E2009,P000186,CSK,27,1,27.0,1.0,28,28.0,0.0
E2013,P000186,GAL,103,2,103.0,2.0,105,105.0,0.0
E2024,P013514,OLY,0,0,0.0,0.0,0,0.0,0.0
E2013,P005091,NTR,0,0,0.0,0.0,0,0.0,0.0
E2008,100,MIL,0,0,0.0,0.0,0,0.0,0.0
E2008,P001233,MIL,0,0,0.0,0.0,0,0.0,0.0
E2013,MER,MIL,0,0,0.0,0.0,0,0.0,0.0
E2011,P003525,CTU,0,0,0.0,0.0,0,0.0,0.0
E2023,P012724,ULK,0,0,0.0,0.0,0,0.0,0.0
E2008,PLWB,SIE,2,1,2.0,1.0,3,3.0,0.0
E2009,PLWB,SIE,0,0,0.0,0.0,0,0.0,0.0
E2024,P013379,BAR,141,55,141.0,55.0,196,196.0,0.0
E2023,P011520,MIL,0,0,0.0,0.0,0,0.0,0.0
E2008,PKKV,MIL,0,0,0.0,0.0,0,0.0,0.0
E2007,PJNX,VIR,14,2,14.0,2.0,16,16.0,0.0
E2010,PJNX,SIE,20,0,20.0,0.0,20,20.0,0.0
E2011,PJNX,SIE,11,0,11.0,0.0,11,11.0,0.0
E2025,P003836,MCO,3,1,3.0,1.0,4,4.0,0.0
E2011,P001473,LJU,0,0,0.0,0.0,0,0.0,0.0
E2014,P002580,MUN,30,10,30.0,10.0,40,40.0,0.0
E2015,P002580,RED,52,36,52.0,36.0,88,88.0,0.0
E2015,P002580,MUN,3,4,3.0,4.0,7,7.0,0.0
E2017,P002580,ZAL,165,62,165.0,62.0,227,227.0,0.0
E2018,P002580,IST,173,177,173.0,177.0,350,350.0,0.0
E2019,P002580,IST,128,131,128.0,131.0,259,259.0,0.0
E2020,P002580,IST,263,193,263.0,193.0,456,456.0,0.0
E2021,P002580,IST,225,224,225.0,224.0,449,449.0,0.0
E2022,P002580,IST,160,210,160.0,210.0,370,370.0,0.0
E2025,P002580,HTA,173,204,173.0,204.0,377,377.0,0.0
E2007,PJWO,BAS,90,22,90.0,22.0,112,112.0,0.0
E2008,PJWO,BAS,116,25,116.0,25.0,141,141.0,0.0
E2009,PJWO,BAR,133,25,133.0,25.0,158,158.0,0.0
E2010,PJWO,BAR,34,10,34.0,10.0,44,44.0,0.0
E2011,PJWO,BAR,130,29,130.0,29.0,159,159.0,0.0
E2012,PJWO,BAR,150,30,150.0,30.0,180,180.0,0.0
E2018,P008847,KHI,229,55,229.0,55.0,284,284.0,0.0
E2019,P008847,MAD,124,21,124.0,21.0,145,145.0,0.0
E2020,P008847,KHI,266,71,266.0,71.0,337,337.0,0.0
E2021,P008847,DYR,119,56,119.0,56.0,175,175.0,0.0
E2022,P008847,VIR,143,67,143.0,67.0,210,210.0,0.0
E2023,P008847,VIR,133,41,133.0,41.0,174,174.0,0.0
E2009,P000529,BAS,13,4,13.0,4.0,17,17.0,0.0
E2011,P000529,CTU,92,33,92.0,33.0,125,125.0,0.0
E2012,P000529,CSK,111,88,111.0,88.0,199,199.0,0.0
E2013,P000529,CSK,99,80,99.0,80.0,179,179.0,0.0
E2014,P000529,GAL,111,61,111.0,61.0,172,172.0,0.0
E2016,P000529,GAL,151,125,151.0,125.0,276,276.0,0.0
E2017,P000529,MIL,133,106,133.0,106.0,239,239.0,0.0
E2018,P000529,MIL,185,142,185.0,142.0,327,327.0,0.0
E2019,P000529,MIL,138,105,138.0,105.0,243,243.0,0.0
E2020,P000529,MIL,100,48,100.0,48.0,148,148.0,0.0
E2025,P012943,PAR,1,0,1.0,0.0,1,1.0,0.0
E2025,P012977,ZAL,2,3,2.0,3.0,5,5.0,0.0
E2024,P011836,PAR,38,39,38.0,39.0,77,77.0,0.0
E2025,P011836,MUN,173,122,173.0,122.0,295,295.0,0.0
E2007,PKPD,ZAL,1,1,1.0,1.0,2,2.0,0.0
E2008,PKPD,ZAL,4,14,4.0,14.0,18,18.0,0.0
E2009,PKPD,ZAL,2,16,2.0,16.0,18,18.0,0.0
E2010,PKPD,ZAL,18,39,18.0,39.0,57,57.0,0.0
E2011,PKPD,ZAL,0,0,0.0,0.0,0,0.0,0.0
E2013,PKPD,ZAL,23,95,23.0,95.0,118,118.0,0.0
E2014,PKPD,ZAL,41,130,41.0,130.0,171,171.0,0.0
E2016,PKPD,ZAL,38,145,38.0,145.0,183,183.0,0.0
E2017,PKPD,ZAL,39,167,39.0,167.0,206,206.0,0.0
E2018,PKPD,ZAL,42,144,42.0,144.0,186,186.0,0.0
E2019,PKPD,ZAL,34,114,34.0,114.0,148,148.0,0.0
E2020,PKPD,ZAL,29,83,29.0,83.0,112,112.0,0.0
E2021,PKPD,ZAL,29,137,29.0,137.0,166,166.0,0.0
E2008,PLIZ,NIO,75,20,75.0,20.0,95,95.0,0.0
E2007,P000713,SOP,4,10,4.0,10.0,14,14.0,0.0
E2007,PAIV,LJU,173,8,173.0,8.0,181,181.0,0.0
E2008,PAIV,LJU,45,0,45.0,0.0,45,45.0,0.0
E2009,PAIV,ORL,2,0,2.0,0.0,2,2.0,0.0
E2025,P014094,RED,9,10,9.0,10.0,19,19.0,0.0
E2009,P000435,LJU,8,2,8.0,2.0,10,10.0,0.0
E2021,P010857,MAD,0,0,0.0,0.0,0,0.0,0.0
E2015,P006421,BAM,97,77,97.0,77.0,174,174.0,0.0
E2016,P006421,BAM,127,151,127.0,151.0,278,278.0,0.0
E2023,P009048,BAS,213,93,213.0,93.0,306,306.0,0.0
E2024,P009048,RED,202,128,202.0,128.0,330,330.0,0.0
E2025,P009048,RED,224,209,224.0,209.0,433,433.0,0.0
E2015,P006657,RED,141,110,141.0,110.0,251,251.0,0.0
E2016,P006657,TEL,19,11,19.0,11.0,30,30.0,0.0
E2010,P002822,PAR,36,27,36.0,27.0,63,63.0,0.0
E2011,P002822,PAR,35,46,35.0,46.0,81,81.0,0.0
E2012,P002822,PAR,47,22,47.0,22.0,69,69.0,0.0
E2013,P002822,PAR,83,64,83.0,64.0,147,147.0,0.0
E2017,P002822,MAL,97,54,97.0,54.0,151,151.0,0.0
E2009,PJPP,PAR,3,0,3.0,0.0,3,3.0,0.0
E2007,PTHY,PAR,3,4,3.0,4.0,7,7.0,0.0
E2008,PTHY,PAR,18,4,18.0,4.0,22,22.0,0.0
E2009,PTHY,PAR,27,2,27.0,2.0,29,29.0,0.0
E2008,PKPH,OLY,0,2,0.0,2.0,2,2.0,0.0
E2009,PKPH,MAR,11,13,11.0,13.0,24,24.0,0.0
E2010,PKPH,LIE,16,5,16.0,5.0,21,21.0,0.0
E2025,P014007,PAR,99,35,99.0,35.0,134,134.0,0.0
E2012,P003941,PAR,18,0,18.0,0.0,18,18.0,0.0
E2013,P003941,PAR,80,0,80.0,0.0,80,80.0,0.0
E2015,P003941,OLY,48,0,48.0,0.0,48,48.0,0.0
E2016,P003941,OLY,106,1,106.0,1.0,107,107.0,0.0
E2017,P003941,OLY,147,0,147.0,0.0,147,147.0,0.0
E2018,P003941,OLY,189,1,189.0,1.0,190,190.0,0.0
E2019,P003941,OLY,128,0,128.0,0.0,128,128.0,0.0
E2020,P003941,CSK,115,2,115.0,2.0,117,117.0,0.0
E2021,P003941,CSK,82,1,82.0,1.0,83,83.0,0.0
E2023,P003941,OLY,123,0,123.0,0.0,123,123.0,0.0
E2024,P003941,OLY,146,0,146.0,0.0,146,146.0,0.0
E2025,P003941,OLY,208,3,208.0,3.0,211,211.0,0.0
E2009,PKWH,ROM,57,24,57.0,24.0,81,81.0,0.0
E2012,PKWH,BES,44,10,44.0,10.0,54,54.0,0.0
E2013,PKWH,NIK,69,12,69.0,12.0,81,81.0,0.0
E2016,P007423,ULK,2,1,2.0,1.0,3,3.0,0.0
E2021,P004645,ZAL,13,5,13.0,5.0,18,18.0,0.0
E2012,PBFT,BER,91,2,91.0,2.0,93,93.0,0.0
E2008,P000796,MAD,1,0,1.0,0.0,1,1.0,0.0
E2010,P000796,MAD,65,31,65.0,31.0,96,96.0,0.0
E2011,P000796,MAD,79,41,79.0,41.0,120,120.0,0.0
E2012,P000796,MAD,156,80,156.0,80.0,236,236.0,0.0
E2013,P000796,MAD,148,89,148.0,89.0,237,237.0,0.0
E2019,P000796,BAR,195,163,195.0,163.0,358,358.0,0.0
E2020,P000796,BAR,221,109,221.0,109.0,330,330.0,0.0
E2021,P000796,BAR,206,162,206.0,162.0,368,368.0,0.0
E2022,P000796,BAR,151,148,151.0,148.0,299,299.0,0.0
E2023,P000796,MIL,105,110,105.0,110.0,215,215.0,0.0
E2024,P000796,MIL,180,157,180.0,157.0,337,337.0,0.0
E2025,P000796,MCO,111,117,111.0,117.0,228,228.0,0.0
E2007,P000275,LIE,5,5,5.0,5.0,10,10.0,0.0
E2024,P012622,ZAL,61,36,61.0,36.0,97,97.0,0.0
E2017,P007866,PAN,2,2,2.0,2.0,4,4.0,0.0
E2018,P007866,PAN,71,25,71.0,25.0,96,96.0,0.0
E2019,P007866,PAN,91,27,91.0,27.0,118,118.0,0.0
E2020,P007866,PAN,179,61,179.0,61.0,240,240.0,0.0
E2021,P007866,MIL,60,27,60.0,27.0,87,87.0,0.0
E2023,P007866,PAN,221,110,221.0,110.0,331,331.0,0.0
E2024,P007866,PAN,122,65,122.0,65.0,187,187.0,0.0
E2025,P007866,PAN,84,43,84.0,43.0,127,127.0,0.0
E2022,P011965,MIL,44,88,44.0,88.0,132,132.0,0.0
E2023,P011965,ZAL,19,21,19.0,21.0,40,40.0,0.0
E2023,P011965,OLY,10,14,10.0,14.0,24,24.0,0.0
E2024,P011965,OLY,0,0,0.0,0.0,0,0.0,0.0
E2009,P001929,PAR,3,2,3.0,2.0,5,5.0,0.0
E2010,P001929,PAR,0,0,0.0,0.0,0,0.0,0.0
E2013,P002553,RED,14,8,14.0,8.0,22,22.0,0.0
E2014,P002553,RED,128,63,128.0,63.0,191,191.0,0.0
E2015,P002553,RED,12,2,12.0,2.0,14,14.0,0.0
E2016,P002553,RED,91,18,91.0,18.0,109,109.0,0.0
E2017,P002553,BAM,47,8,47.0,8.0,55,55.0,0.0
E2021,P002553,RED,159,1,159.0,1.0,160,160.0,0.0
E2022,P002553,RED,146,1,146.0,1.0,147,147.0,0.0
E2023,P002553,RED,191,3,191.0,3.0,194,194.0,0.0
E2024,P002553,RED,80,0,80.0,0.0,80,80.0,0.0
E2007,PTGJ,LJU,3,16,3.0,16.0,19,19.0,0.0
E2011,PTGJ,LJU,2,10,2.0,10.0,12,12.0,0.0
E2012,PTGJ,LJU,3,9,3.0,9.0,12,12.0,0.0
E2009,P001833,ORL,27,31,27.0,31.0,58,58.0,0.0
E2011,P001833,NAN,77,32,77.0,32.0,109,109.0,0.0
E2014,P001833,LMG,46,38,46.0,38.0,84,84.0,0.0
E2016,P001833,DAR,140,119,140.0,119.0,259,259.0,0.0
E2017,P001833,BAR,99,105,99.0,105.0,204,204.0,0.0
E2018,P001833,IST,200,133,200.0,133.0,333,333.0,0.0
E2019,P001833,IST,30,13,30.0,13.0,43,43.0,0.0
E2020,P001833,IST,119,99,119.0,99.0,218,218.0,0.0
E2021,P001833,IST,105,142,105.0,142.0,247,247.0,0.0
E2022,P001833,MCO,23,44,23.0,44.0,67,67.0,0.0
E2008,PLGT,JOV,8,0,8.0,0.0,8,8.0,0.0
E2014,P003362,ZGO,24,28,24.0,28.0,52,52.0,0.0
E2015,P003362,GSS,26,24,26.0,24.0,50,50.0,0.0
E2008,P001199,MAD,0,0,0.0,0.0,0,0.0,0.0
E2011,P001477,SIE,0,0,0.0,0.0,0,0.0,0.0
E2007,PJCL,BAR,11,0,11.0,0.0,11,11.0,0.0
E2022,P012201,MCO,39,3,39.0,3.0,42,42.0,0.0
E2023,P012201,BAS,205,85,205.0,85.0,290,290.0,0.0
E2024,P012201,BAS,172,129,172.0,129.0,301,301.0,0.0
E2025,P012201,RED,213,67,213.0,67.0,280,280.0,0.0
E2019,P009835,MUN,277,0,277.0,0.0,277,277.0,0.0
E2020,P009835,KHI,65,1,65.0,1.0,66,66.0,0.0
E2011,P003412,BAM,0,0,0.0,0.0,0,0.0,0.0
E2012,P003412,BER,0,0,0.0,0.0,0,0.0,0.0
E2025,P010042,PAM,201,210,201.0,210.0,411,411.0,0.0
